#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.000000000000000E+00  0.178071486385778E+00  0.115522271935424E-10  0.561572220402303E+01  0.364314916853954E-09
     0.500000000000000E-01  0.178068554260872E+00  0.319464188728303E-04  0.561581449326970E+01  0.100750614199560E-02
     0.100000000000000E+00  0.178059757597276E+00  0.638959899564992E-04  0.561609138821511E+01  0.201531061132739E-02
     0.150000000000000E+00  0.178045095528211E+00  0.958518905242673E-04  0.561655297049712E+01  0.302371272207572E-02
     0.200000000000000E+00  0.178024566608454E+00  0.127817290218338E-03  0.561719937625649E+01  0.403301194080900E-02
     0.250000000000000E+00  0.177998168813458E+00  0.159795364571521E-03  0.561803079625340E+01  0.504350851048457E-02
     0.300000000000000E+00  0.177965899538099E+00  0.191789296987319E-03  0.561904747603132E+01  0.605550371146077E-02
     0.350000000000000E+00  0.177927755595091E+00  0.223802280734276E-03  0.562024971612747E+01  0.706930012441635E-02
     0.400000000000000E+00  0.177883733213016E+00  0.255837520958252E-03  0.562163787233142E+01  0.808520189566751E-02
     0.450000000000000E+00  0.177833828034001E+00  0.287898236716320E-03  0.562321235599162E+01  0.910351500537841E-02
     0.500000000000000E+00  0.177778035111020E+00  0.319987663036109E-03  0.562497363437058E+01  0.101245475391712E-01
     0.550000000000000E+00  0.177716348904828E+00  0.352109053004457E-03  0.562692223104938E+01  0.111486099636537E-01
     0.600000000000000E+00  0.177648763280515E+00  0.384265679889359E-03  0.562905872638204E+01  0.121760154063936E-01
     0.650000000000000E+00  0.177575271503665E+00  0.416460839299322E-03  0.563138375800125E+01  0.132070799408878E-01
     0.700000000000000E+00  0.177495866236136E+00  0.448697851384352E-03  0.563389802137533E+01  0.142421228770848E-01
     0.750000000000000E+00  0.177410539531429E+00  0.480980063082973E-03  0.563660227041842E+01  0.152814670580448E-01
     0.800000000000000E+00  0.177319282829660E+00  0.513310850419788E-03  0.563949731815446E+01  0.163254391633360E-01
     0.850000000000000E+00  0.177222086952090E+00  0.545693620858381E-03  0.564258403743687E+01  0.173743700197991E-01
     0.900000000000000E+00  0.177118942095261E+00  0.578131815714408E-03  0.564586336172405E+01  0.184285949203188E-01
     0.950000000000000E+00  0.177009837824658E+00  0.610628912634111E-03  0.564933628591379E+01  0.194884539512945E-01
     0.100000000000000E+01  0.176894763067945E+00  0.643188428143607E-03  0.565300386723677E+01  0.205542923295089E-01
     0.105000000000000E+01  0.176773706107719E+00  0.675813920274632E-03  0.565686722621196E+01  0.216264607491445E-01
     0.110000000000000E+01  0.176646654573802E+00  0.708508991272692E-03  0.566092754766472E+01  0.227053157397217E-01
     0.115000000000000E+01  0.176513595435012E+00  0.741277290393912E-03  0.566518608181116E+01  0.237912200357871E-01
     0.120000000000000E+01  0.176374514990464E+00  0.774122516797160E-03  0.566964414540864E+01  0.248845429591986E-01
     0.125000000000000E+01  0.176229398860300E+00  0.807048422538501E-03  0.567430312297741E+01  0.259856608149382E-01
     0.130000000000000E+01  0.176078231975906E+00  0.840058815675305E-03  0.567916446809333E+01  0.270949573013920E-01
     0.135000000000000E+01  0.175920998569550E+00  0.873157563487938E-03  0.568422970475612E+01  0.282128239361285E-01
     0.140000000000000E+01  0.175757682163421E+00  0.906348595827299E-03  0.568950042883544E+01  0.293396604982484E-01
     0.145000000000000E+01  0.175588265558087E+00  0.939635908597078E-03  0.569497830959690E+01  0.304758754884363E-01
     0.150000000000000E+01  0.175412730820282E+00  0.973023567380174E-03  0.570066509131311E+01  0.316218866079460E-01
     0.155000000000000E+01  0.175231059270066E+00  0.100651571121927E-02  0.570656259496108E+01  0.327781212577862E-01
     0.160000000000000E+01  0.175043231467265E+00  0.104011655656231E-02  0.571267272001174E+01  0.339450170594985E-01
     0.165000000000000E+01  0.174849227197212E+00  0.107383040138431E-02  0.571899744631359E+01  0.351230223989729E-01
     0.170000000000000E+01  0.174649025455733E+00  0.110766162949770E-02  0.572553883607610E+01  0.363125969948677E-01
     0.175000000000000E+01  0.174442604433342E+00  0.114161471506434E-02  0.573229903595653E+01  0.375142124933002E-01
     0.180000000000000E+01  0.174229941498618E+00  0.117569422732324E-02  0.573928027925539E+01  0.387283530905865E-01
     0.185000000000000E+01  0.174011013180719E+00  0.120990483554897E-02  0.574648488822521E+01  0.399555161859327E-01
     0.190000000000000E+01  0.173785795150997E+00  0.124425131425700E-02  0.575391527649845E+01  0.411962130661263E-01
     0.195000000000000E+01  0.173554262203661E+00  0.127873854867332E-02  0.576157395164001E+01  0.424509696244081E-01
     0.200000000000000E+01  0.173316388235444E+00  0.131337154048705E-02  0.576946351783099E+01  0.437203271158863E-01
     0.205000000000000E+01  0.173072146224237E+00  0.134815541390611E-02  0.577758667868934E+01  0.450048429519972E-01
     0.210000000000000E+01  0.172821508206598E+00  0.138309542203779E-02  0.578594624023599E+01  0.463050915367584E-01
     0.215000000000000E+01  0.172564445254131E+00  0.141819695361753E-02  0.579454511401226E+01  0.476216651477041E-01
     0.220000000000000E+01  0.172300927448612E+00  0.145346554011133E-02  0.580338632035829E+01  0.489551748646852E-01
     0.225000000000000E+01  0.172030923855858E+00  0.148890686321906E-02  0.581247299185945E+01  0.503062515499029E-01
     0.230000000000000E+01  0.171754402498204E+00  0.152452676280844E-02  0.582180837697159E+01  0.516755468828717E-01
     0.235000000000000E+01  0.171471330325574E+00  0.156033124531161E-02  0.583139584383342E+01  0.530637344542517E-01
     0.240000000000000E+01  0.171181673184989E+00  0.159632649261931E-02  0.584123888427854E+01  0.544715109228736E-01
     0.245000000000000E+01  0.170885395788516E+00  0.163251887151040E-02  0.585134111805588E+01  0.558995972405557E-01
     0.250000000000000E+01  0.170582461679468E+00  0.166891494365765E-02  0.586170629727318E+01  0.573487399497933E-01
     0.255000000000000E+01  0.170272833196816E+00  0.170552147625485E-02  0.587233831107533E+01  0.588197125597624E-01
     0.260000000000000E+01  0.169956471437675E+00  0.174234545331357E-02  0.588324119057163E+01  0.603133170065761E-01
     0.265000000000000E+01  0.169633336217754E+00  0.177939408768283E-02  0.589441911402719E+01  0.618303852042433E-01
     0.270000000000000E+01  0.169303386029641E+00  0.181667483384954E-02  0.590587641233462E+01  0.633717806933613E-01
     0.275000000000000E+01  0.168966577998772E+00  0.185419540158306E-02  0.591761757478373E+01  0.649384003952002E-01
     0.280000000000000E+01  0.168622867836954E+00  0.189196377049300E-02  0.592964725514750E+01  0.665311764795151E-01
     0.285000000000000E+01  0.168272209793262E+00  0.192998820557604E-02  0.594197027810481E+01  0.681510783552147E-01
     0.290000000000000E+01  0.167914556602153E+00  0.196827727383508E-02  0.595459164602169E+01  0.697991147938537E-01
     0.295000000000000E+01  0.167549859428584E+00  0.200683986206155E-02  0.596751654611505E+01  0.714763361968684E-01
     0.300000000000000E+01  0.167178067809962E+00  0.204568519588147E-02  0.598075035802306E+01  0.731838370184913E-01
     0.305000000000000E+01  0.166799129594663E+00  0.208482286017528E-02  0.599429866181160E+01  0.749227583575039E-01
     0.310000000000000E+01  0.166412990876913E+00  0.212426282099301E-02  0.600816724644499E+01  0.766942907322131E-01
     0.315000000000000E+01  0.166019595927756E+00  0.216401544909881E-02  0.602236211875366E+01  0.784996770545179E-01
     0.320000000000000E+01  0.165618887121818E+00  0.220409154529272E-02  0.603688951293436E+01  0.803402158205423E-01
     0.325000000000000E+01  0.165210804859568E+00  0.224450236767354E-02  0.605175590062007E+01  0.822172645370863E-01
     0.330000000000000E+01  0.164795287484727E+00  0.228525966102398E-02  0.606696800156144E+01  0.841322434051798E-01
     0.335000000000000E+01  0.164372271196467E+00  0.232637568851914E-02  0.608253279496422E+01  0.860866392842620E-01
     0.340000000000000E+01  0.163941689955984E+00  0.236786326598183E-02  0.609845753153236E+01  0.880820099630709E-01
     0.345000000000000E+01  0.163503475387031E+00  0.240973579893289E-02  0.611474974626854E+01  0.901199887661099E-01
     0.350000000000000E+01  0.163057556669877E+00  0.245200732271371E-02  0.613141727209264E+01  0.922022895278786E-01
     0.355000000000000E+01  0.162603860428233E+00  0.249469254598928E-02  0.614846825433919E+01  0.943307119705291E-01
     0.360000000000000E+01  0.162142310608513E+00  0.253780689797752E-02  0.616591116620497E+01  0.965071475248235E-01
     0.365000000000000E+01  0.161672828350807E+00  0.258136657979091E-02  0.618375482522287E+01  0.987335856388602E-01
     0.370000000000000E+01  0.161195331850876E+00  0.262538862032411E-02  0.620200841084447E+01  0.101012120624242E+00
     0.375000000000000E+01  0.160709736212392E+00  0.266989093717432E-02  0.622068148322441E+01  0.103344959095442E+00
     0.379999999999999E+01  0.160215953288566E+00  0.271489240314236E-02  0.623978400330651E+01  0.105734428064818E+00
     0.384999999999999E+01  0.159713891512234E+00  0.276041291893242E-02  0.625932635432298E+01  0.108182983763587E+00
     0.390000000000000E+01  0.159203455713355E+00  0.280647349274855E-02  0.627931936482975E+01  0.110693221267929E+00
     0.394999999999999E+01  0.158684546922785E+00  0.285309632757794E-02  0.629977433341165E+01  0.113267885019532E+00
     0.399999999999999E+01  0.158157062161026E+00  0.290030491705760E-02  0.632070305520919E+01  0.115909880341731E+00
     0.404999999999999E+01  0.157620894210553E+00  0.294812415094309E-02  0.634211785043077E+01  0.118622286065742E+00
     0.409999999999999E+01  0.157075931370136E+00  0.299658043134018E-02  0.636403159503478E+01  0.121408368397156E+00
     0.414999999999999E+01  0.156522057189408E+00  0.304570180102464E-02  0.638645775378535E+01  0.124271596170844E+00
     0.419999999999999E+01  0.155959150181692E+00  0.309551808536712E-02  0.640941041590968E+01  0.127215657663399E+00
     0.424999999999999E+01  0.155387083512937E+00  0.314606104960283E-02  0.643290433360878E+01  0.130244479156486E+00
     0.429999999999999E+01  0.154805724664255E+00  0.319736457344760E-02  0.645695496370552E+01  0.133362245472991E+00
     0.434999999999999E+01  0.154214935065377E+00  0.324946484536731E-02  0.648157851274422E+01  0.136573422740941E+00
     0.439999999999999E+01  0.153614569695858E+00  0.330240057916896E-02  0.650679198589788E+01  0.139882783679343E+00
     0.444999999999999E+01  0.153004476650612E+00  0.335621325600573E-02  0.653261324007819E+01  0.143295435745809E+00
     0.449999999999999E+01  0.152384496665817E+00  0.341094739539246E-02  0.655906104169611E+01  0.146816852540172E+00
     0.454999999999999E+01  0.151754462600779E+00  0.346665085942462E-02  0.658615512957475E+01  0.150452908922410E+00
     0.459999999999999E+01  0.151114198870739E+00  0.352337519510652E-02  0.661391628358244E+01  0.154209920379612E+00
     0.464999999999999E+01  0.150463520824927E+00  0.358117602054497E-02  0.664236639962639E+01  0.158094687267712E+00
     0.469999999999999E+01  0.149802234063425E+00  0.364011346178673E-02  0.667152857173330E+01  0.162114544662792E+00
     0.474999999999999E+01  0.149130133685529E+00  0.370025264830767E-02  0.670142718203789E+01  0.166277418687669E+00
     0.479999999999999E+01  0.148447003461182E+00  0.376166427665050E-02  0.673208799961772E+01  0.170591890337831E+00
     0.484999999999999E+01  0.147752614916046E+00  0.382442525351337E-02  0.676353828923392E+01  0.175067268021946E+00
     0.489999999999999E+01  0.147046726319243E+00  0.388861943179568E-02  0.679580693119363E+01  0.179713670265593E+00
     0.494999999999999E+01  0.146329081561349E+00  0.395433845580409E-02  0.682892455371553E+01  0.184542120311339E+00
     0.499999999999999E+01  0.145599408908367E+00  0.402168273514227E-02  0.686292367938032E+01  0.189564654698106E+00
