#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.000000000000000E+00  0.326761428086156E+00  0.169971738064605E-10  0.306033672902278E+01  0.159189766044785E-09
     0.500000000000000E-01  0.326759185811757E+00  0.244255798980362E-04  0.306035771244814E+01  0.228764836820951E-03
     0.100000000000000E+00  0.326752458810204E+00  0.488530906641774E-04  0.306042066611445E+01  0.457566589756118E-03
     0.150000000000000E+00  0.326741246546377E+00  0.732844978195555E-04  0.306052560019376E+01  0.686442510839409E-03
     0.200000000000000E+00  0.326725548128211E+00  0.977217512075017E-04  0.306067253164479E+01  0.915429728034793E-03
     0.250000000000000E+00  0.326705362306397E+00  0.122166802651791E-03  0.306086148422095E+01  0.114456542202879E-02
     0.300000000000000E+00  0.326680687473957E+00  0.146621606619379E-03  0.306109248848151E+01  0.137388684388468E-02
     0.350000000000000E+00  0.326651521665704E+00  0.171088120885357E-03  0.306136558180601E+01  0.160343133276543E-02
     0.400000000000000E+00  0.326617862557576E+00  0.195568307200700E-03  0.306168080841199E+01  0.183323633374293E-02
     0.450000000000000E+00  0.326579707465855E+00  0.220064131963358E-03  0.306203821937576E+01  0.206333941571066E-02
     0.500000000000000E+00  0.326537053346254E+00  0.244577566893280E-03  0.306243787265669E+01  0.229377828941812E-02
     0.550000000000000E+00  0.326489896792888E+00  0.269110589711928E-03  0.306287983312462E+01  0.252459082564447E-02
     0.600000000000000E+00  0.326438234037118E+00  0.293665184826890E-03  0.306336417259062E+01  0.275581507352968E-02
     0.650000000000000E+00  0.326382060946267E+00  0.318243344022167E-03  0.306389096984118E+01  0.298748927908174E-02
     0.700000000000000E+00  0.326321373022222E+00  0.342847067154736E-03  0.306446031067566E+01  0.321965190387850E-02
     0.750000000000000E+00  0.326256165399882E+00  0.367478362858022E-03  0.306507228794734E+01  0.345234164398350E-02
     0.800000000000000E+00  0.326186432845519E+00  0.392139249252867E-03  0.306572700160763E+01  0.368559744909445E-02
     0.850000000000000E+00  0.326112169754955E+00  0.416831754666673E-03  0.306642455875421E+01  0.391945854194567E-02
     0.900000000000000E+00  0.326033370151665E+00  0.441557918361322E-03  0.306716507368227E+01  0.415396443798278E-02
     0.950000000000000E+00  0.325950027684696E+00  0.466319791270581E-03  0.306794866793971E+01  0.438915496533236E-02
     0.100000000000000E+01  0.325862135626485E+00  0.491119436747626E-03  0.306877547038580E+01  0.462507028508626E-02
     0.105000000000000E+01  0.325769686870524E+00  0.515958931323409E-03  0.306964561725364E+01  0.486175091192341E-02
     0.110000000000000E+01  0.325672673928889E+00  0.540840365476576E-03  0.307055925221638E+01  0.509923773509104E-02
     0.115000000000000E+01  0.325571088929634E+00  0.565765844415651E-03  0.307151652645723E+01  0.533757203976820E-02
     0.120000000000000E+01  0.325464923614029E+00  0.590737488874252E-03  0.307251759874350E+01  0.557679552883605E-02
     0.125000000000000E+01  0.325354169333656E+00  0.615757435920110E-03  0.307356263550463E+01  0.581695034507865E-02
     0.130000000000000E+01  0.325238817047375E+00  0.640827839778669E-03  0.307465181091407E+01  0.605807909383902E-02
     0.135000000000000E+01  0.325118857318108E+00  0.665950872672122E-03  0.307578530697566E+01  0.630022486615834E-02
     0.140000000000000E+01  0.324994280309491E+00  0.691128725674698E-03  0.307696331361401E+01  0.654343126242318E-02
     0.145000000000000E+01  0.324865075782362E+00  0.716363609585082E-03  0.307818602876928E+01  0.678774241654959E-02
