# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
    7.392464155    1.740374193    1.740374193    1.740374193
    7.402467489    1.985143450    1.985143450    1.985143450
    7.412470824    2.294208732    2.294208732    2.294208732
    7.422474158    2.673889400    2.673889400    2.673889400
    7.432477492    3.114924357    3.114924356    3.114924357
    7.442480827    3.574383021    3.574383021    3.574383021
    7.452484161    3.962050994    3.962050994    3.962050994
    7.462487496    4.163287415    4.163287414    4.163287415
    7.472490830    4.113253267    4.113253267    4.113253267
    7.482494165    3.854260758    3.854260758    3.854260758
    7.492497499    3.499384720    3.499384719    3.499384720
    7.502500834    3.152892185    3.152892184    3.152892185
    7.512504168    2.873271113    2.873271112    2.873271113
    7.522507503    2.681381048    2.681381048    2.681381048
    7.532510837    2.579716623    2.579716623    2.579716623
    7.542514171    2.565916315    2.565916315    2.565916315
    7.552517506    2.639473515    2.639473514    2.639473515
    7.562520840    2.804439419    2.804439418    2.804439419
    7.572524175    3.069946356    3.069946355    3.069946356
    7.582527509    3.448609412    3.448609411    3.448609412
    7.592530844    3.950853433    3.950853432    3.950853433
    7.602534178    4.570990258    4.570990258    4.570990258
    7.612537513    5.261057771    5.261057771    5.261057772
    7.622540847    5.900556428    5.900556428    5.900556428
    7.632544181    6.302762253    6.302762252    6.302762253
    7.642547516    6.308209610    6.308209610    6.308209610
    7.652550850    5.911572973    5.911572973    5.911572973
    7.662554185    5.265925360    5.265925360    5.265925360
    7.672557519    4.558303168    4.558303167    4.558303168
    7.682560854    3.911689668    3.911689668    3.911689668
    7.692564188    3.375030323    3.375030323    3.375030323
    7.702567523    2.952754871    2.952754871    2.952754871
    7.712570857    2.631290285    2.631290284    2.631290285
    7.722574191    2.393240514    2.393240513    2.393240514
    7.732577526    2.223052390    2.223052390    2.223052390
    7.742580860    2.108597506    2.108597506    2.108597506
    7.752584195    2.041187859    2.041187859    2.041187859
    7.762587529    2.015150696    2.015150696    2.015150696
    7.772590864    2.027397247    2.027397246    2.027397247
    7.782594198    2.077131196    2.077131196    2.077131196
    7.792597533    2.165738436    2.165738435    2.165738436
    7.802600867    2.296871829    2.296871828    2.296871829
    7.812604201    2.476746420    2.476746420    2.476746420
    7.822607536    2.714671006    2.714671006    2.714671006
    7.832610870    3.023847430    3.023847430    3.023847431
    7.842614205    3.422447227    3.422447226    3.422447227
    7.852617539    3.934873421    3.934873421    3.934873422
    7.862620874    4.592805128    4.592805127    4.592805128
    7.872624208    5.434815118    5.434815118    5.434815118
    7.882627543    6.501499237    6.501499237    6.501499238
    7.892630877    7.819563410    7.819563410    7.819563411
    7.902634211    9.364416750    9.364416749    9.364416750
    7.912637546   10.996096200   10.996096200   10.996096201
    7.922640880   12.402296651   12.402296651   12.402296652
    7.932644215   13.155403581   13.155403581   13.155403582
    7.942647549   12.959241460   12.959241460   12.959241461
    7.952650884   11.890863836   11.890863835   11.890863837
    7.962654218   10.332709252   10.332709251   10.332709252
    7.972657553    8.687396988    8.687396988    8.687396989
    7.982660887    7.198991112    7.198991111    7.198991112
    7.992664221    5.954832066    5.954832066    5.954832067
    8.002667556    4.953580118    4.953580118    4.953580118
    8.012670890    4.159899019    4.159899019    4.159899019
    8.022674225    3.532394330    3.532394330    3.532394331
    8.032677559    3.034276008    3.034276007    3.034276008
    8.042680894    2.635964854    2.635964853    2.635964854
    8.052684228    2.314670965    2.314670964    2.314670965
    8.062687563    2.053134731    2.053134731    2.053134731
    8.072690897    1.838343891    1.838343890    1.838343891
    8.082694231    1.660467407    1.660467407    1.660467407
    8.092697566    1.512035605    1.512035605    1.512035605
    8.102700900    1.387330608    1.387330608    1.387330608
    8.112704235    1.281939417    1.281939417    1.281939417
    8.122707569    1.192427514    1.192427514    1.192427514
    8.132710904    1.116100096    1.116100096    1.116100096
    8.142714238    1.050826603    1.050826603    1.050826603
    8.152717573    0.994910959    0.994910959    0.994910959
    8.162720907    0.946994946    0.946994945    0.946994946
    8.172724241    0.905985740    0.905985740    0.905985740
    8.182727576    0.871001221    0.871001220    0.871001221
    8.192730910    0.841328440    0.841328439    0.841328440
    8.202734245    0.816391968    0.816391967    0.816391968
    8.212737579    0.795729716    0.795729716    0.795729716
    8.222740914    0.778974506    0.778974505    0.778974506
    8.232744248    0.765840122    0.765840122    0.765840122
    8.242747583    0.756110960    0.756110959    0.756110960
    8.252750917    0.749634600    0.749634599    0.749634600
    8.262754251    0.746316895    0.746316894    0.746316895
    8.272757586    0.746119277    0.746119276    0.746119277
    8.282760920    0.749058168    0.749058167    0.749058168
    8.292764255    0.755206488    0.755206488    0.755206488
    8.302767589    0.764697406    0.764697406    0.764697406
    8.312770924    0.777730619    0.777730618    0.777730619
    8.322774258    0.794581639    0.794581638    0.794581639
    8.332777593    0.815614800    0.815614800    0.815614800
    8.342780927    0.841300996    0.841300996    0.841300996
    8.352784261    0.872241598    0.872241598    0.872241598
    8.362787596    0.909200591    0.909200591    0.909200591
    8.372790930    0.953147768    0.953147767    0.953147768
    8.382794265    1.005317005    1.005317004    1.005317005
    8.392797599    1.067285232    1.067285231    1.067285232
    8.402800934    1.141079938    1.141079938    1.141079938
    8.412804268    1.229325977    1.229325977    1.229325977
    8.422807603    1.335446000    1.335446000    1.335446000
    8.432810937    1.463932255    1.463932254    1.463932255
    8.442814271    1.620708129    1.620708129    1.620708129
    8.452817606    1.813587980    1.813587979    1.813587980
    8.462820940    2.052803223    2.052803222    2.052803223
    8.472824275    2.351441537    2.351441536    2.351441537
    8.482827609    2.725331677    2.725331677    2.725331677
    8.492830944    3.191184298    3.191184297    3.191184298
    8.502834278    3.760428808    3.760428807    3.760428808
    8.512837613    4.424634624    4.424634623    4.424634624
    8.522840947    5.130455004    5.130455003    5.130455004
    8.532844281    5.757678768    5.757678767    5.757678768
    8.542847616    6.143891913    6.143891912    6.143891913
    8.552850950    6.185448923    6.185448922    6.185448923
    8.562854285    5.930312227    5.930312227    5.930312227
    8.572857619    5.541080045    5.541080044    5.541080045
    8.582860954    5.180567214    5.180567214    5.180567214
    8.592864288    4.950046407    4.950046407    4.950046407
    8.602867623    4.896385904    4.896385904    4.896385904
    8.612870957    5.038763087    5.038763086    5.038763087
    8.622874291    5.385288348    5.385288347    5.385288348
    8.632877626    5.932698650    5.932698650    5.932698650
    8.642880960    6.647880044    6.647880044    6.647880044
    8.652884295    7.435178756    7.435178756    7.435178756
    8.662887629    8.118020919    8.118020919    8.118020919
    8.672890964    8.494140294    8.494140294    8.494140294
    8.682894298    8.466817270    8.466817269    8.466817270
    8.692897633    8.106413559    8.106413559    8.106413559
    8.702900967    7.548350312    7.548350312    7.548350312
    8.712904301    6.876881411    6.876881411    6.876881411
    8.722907636    6.131910150    6.131910150    6.131910150
    8.732910970    5.367259083    5.367259083    5.367259083
    8.742914305    4.652924742    4.652924742    4.652924742
    8.752917639    4.040116961    4.040116961    4.040116961
    8.762920974    3.546846613    3.546846613    3.546846613
    8.772924308    3.166724669    3.166724669    3.166724669
    8.782927643    2.880472129    2.880472129    2.880472129
    8.792930977    2.661728413    2.661728413    2.661728413
    8.802934311    2.480745827    2.480745826    2.480745827
    8.812937646    2.312478947    2.312478947    2.312478947
    8.822940980    2.146783834    2.146783834    2.146783834
    8.832944315    1.988831045    1.988831045    1.988831045
    8.842947649    1.848741599    1.848741598    1.848741599
    8.852950984    1.732977728    1.732977728    1.732977728
    8.862954318    1.642996841    1.642996841    1.642996841
    8.872957653    1.577385891    1.577385890    1.577385891
    8.882960987    1.533904297    1.533904296    1.533904297
    8.892964321    1.510587415    1.510587414    1.510587415
    8.902967656    1.506196183    1.506196183    1.506196183
    8.912970990    1.520373910    1.520373910    1.520373910
    8.922974325    1.553721314    1.553721313    1.553721313
    8.932977659    1.607887803    1.607887803    1.607887803
    8.942980994    1.685716190    1.685716190    1.685716190
    8.952984328    1.791436237    1.791436237    1.791436237
    8.962987663    1.930839058    1.930839057    1.930839058
    8.972990997    2.111218448    2.111218448    2.111218448
    8.982994331    2.340532386    2.340532386    2.340532386
    8.992997666    2.624595573    2.624595573    2.624595573
    9.003001000    2.960337814    2.960337814    2.960337814
    9.013004335    3.323914165    3.323914165    3.323914165
    9.023007669    3.659421237    3.659421237    3.659421237
    9.033011004    3.888477882    3.888477882    3.888477882
    9.043014338    3.957209444    3.957209444    3.957209444
    9.053017673    3.883956103    3.883956103    3.883956103
    9.063021007    3.746022917    3.746022917    3.746022917
    9.073024341    3.624418723    3.624418723    3.624418723
    9.083027676    3.571252285    3.571252285    3.571252285
    9.093031010    3.611961219    3.611961219    3.611961219
    9.103034345    3.759165616    3.759165616    3.759165616
    9.113037679    4.023466309    4.023466309    4.023466309
    9.123041014    4.418800664    4.418800663    4.418800664
    9.133044348    4.963153842    4.963153841    4.963153842
    9.143047683    5.673743119    5.673743119    5.673743119
    9.153051017    6.552796024    6.552796024    6.552796024
    9.163054351    7.559343653    7.559343653    7.559343653
    9.173057686    8.574270526    8.574270525    8.574270526
    9.183061020    9.401383326    9.401383325    9.401383326
    9.193064355    9.864956972    9.864956972    9.864956972
    9.203067689    9.955774153    9.955774152    9.955774153
    9.213071024    9.844505024    9.844505023    9.844505024
    9.223074358    9.728780777    9.728780776    9.728780777
    9.233077693    9.691064623    9.691064623    9.691064623
    9.243081027    9.677988568    9.677988567    9.677988568
    9.253084361    9.589900302    9.589900302    9.589900302
    9.263087696    9.407412234    9.407412233    9.407412234
    9.273091030    9.231235883    9.231235882    9.231235883
    9.283094365    9.205588110    9.205588109    9.205588110
    9.293097699    9.431657220    9.431657219    9.431657220
    9.303101034    9.931292744    9.931292744    9.931292744
    9.313104368   10.634373884   10.634373883   10.634373883
    9.323107703   11.378239439   11.378239438   11.378239439
    9.333111037   11.955871154   11.955871153   11.955871153
    9.343114371   12.220934001   12.220934000   12.220934001
    9.353117706   12.169021466   12.169021465   12.169021466
    9.363121040   11.925791054   11.925791053   11.925791053
    9.373124375   11.649091768   11.649091768   11.649091768
    9.383127709   11.402750587   11.402750586   11.402750586
    9.393131044   11.103254864   11.103254864   11.103254864
    9.403134378   10.605510361   10.605510361   10.605510361
    9.413137713    9.864556199    9.864556199    9.864556199
    9.423141047    8.995449594    8.995449593    8.995449594
    9.433144381    8.176103733    8.176103733    8.176103733
    9.443147716    7.539527348    7.539527348    7.539527348
    9.453151050    7.149271672    7.149271672    7.149271673
    9.463154385    7.021621587    7.021621587    7.021621588
    9.473157719    7.143231285    7.143231285    7.143231286
    9.483161054    7.464953588    7.464953588    7.464953589
    9.493164388    7.874923364    7.874923364    7.874923365
    9.503167723    8.181610912    8.181610912    8.181610913
    9.513171057    8.169311862    8.169311862    8.169311863
    9.523174391    7.736289312    7.736289312    7.736289313
    9.533177726    6.974560630    6.974560630    6.974560631
    9.543181060    6.081091993    6.081091993    6.081091993
    9.553184395    5.220510837    5.220510837    5.220510837
    9.563187729    4.474342105    4.474342104    4.474342105
    9.573191064    3.861421560    3.861421559    3.861421560
    9.583194398    3.370587306    3.370587305    3.370587306
    9.593197733    2.981535552    2.981535552    2.981535552
    9.603201067    2.674189634    2.674189633    2.674189634
    9.613204401    2.431801313    2.431801313    2.431801313
    9.623207736    2.241403779    2.241403779    2.241403779
    9.633211070    2.093375133    2.093375133    2.093375133
    9.643214405    1.980821914    1.980821914    1.980821914
    9.653217739    1.899010734    1.899010733    1.899010734
    9.663221074    1.844860048    1.844860048    1.844860048
    9.673224408    1.816373299    1.816373299    1.816373299
    9.683227743    1.811767115    1.811767114    1.811767115
    9.693231077    1.827987268    1.827987267    1.827987268
    9.703234411    1.858732750    1.858732750    1.858732750
    9.713237746    1.893735666    1.893735666    1.893735666
    9.723241080    1.922668346    1.922668345    1.922668346
    9.733244415    1.943130732    1.943130732    1.943130732
    9.743247749    1.964028683    1.964028683    1.964028683
    9.753251084    1.999807682    1.999807682    1.999807682
    9.763254418    2.063476789    2.063476788    2.063476789
    9.773257753    2.164896066    2.164896066    2.164896066
    9.783261087    2.312648646    2.312648646    2.312648646
    9.793264421    2.516348490    2.516348489    2.516348490
    9.803267756    2.788169358    2.788169357    2.788169358
    9.813271090    3.143265448    3.143265447    3.143265447
    9.823274425    3.598289544    3.598289543    3.598289544
    9.833277759    4.165994972    4.165994972    4.165994972
    9.843281094    4.842975847    4.842975847    4.842975847
    9.853284428    5.590725658    5.590725658    5.590725658
    9.863287763    6.323546408    6.323546407    6.323546407
    9.873291097    6.930231957    6.930231957    6.930231957
    9.883294431    7.325902511    7.325902510    7.325902510
    9.893297766    7.477405350    7.477405350    7.477405349
    9.903301100    7.396739689    7.396739689    7.396739689
    9.913304435    7.153340866    7.153340866    7.153340866
    9.923307769    6.867423530    6.867423529    6.867423529
    9.933311104    6.642480946    6.642480945    6.642480945
    9.943314438    6.496953979    6.496953978    6.496953978
    9.953317773    6.350645065    6.350645065    6.350645065
    9.963321107    6.078833007    6.078833006    6.078833007
    9.973324441    5.613353287    5.613353287    5.613353287
    9.983327776    4.999044447    4.999044447    4.999044447
    9.993331110    4.343451416    4.343451415    4.343451416
   10.003334445    3.736005499    3.736005498    3.736005499
   10.013337779    3.218311128    3.218311128    3.218311128
   10.023341114    2.796294672    2.796294671    2.796294671
   10.033344448    2.459362519    2.459362519    2.459362519
   10.043347783    2.192472802    2.192472801    2.192472802
   10.053351117    1.981429579    1.981429578    1.981429579
   10.063354451    1.814515442    1.814515441    1.814515441
   10.073357786    1.682601486    1.682601486    1.682601486
   10.083361120    1.578765799    1.578765799    1.578765799
   10.093364455    1.497833501    1.497833500    1.497833500
   10.103367789    1.435975821    1.435975820    1.435975821
   10.113371124    1.390398218    1.390398217    1.390398217
   10.123374458    1.359111330    1.359111330    1.359111330
   10.133377793    1.340769834    1.340769834    1.340769834
   10.143381127    1.334565068    1.334565068    1.334565068
   10.153384461    1.340160801    1.340160800    1.340160800
   10.163387796    1.357665418    1.357665417    1.357665418
   10.173391130    1.387637500    1.387637499    1.387637500
   10.183394465    1.431125286    1.431125285    1.431125286
   10.193397799    1.489744169    1.489744168    1.489744169
   10.203401134    1.565800405    1.565800404    1.565800405
   10.213404468    1.662473941    1.662473941    1.662473941
   10.223407803    1.784078557    1.784078557    1.784078557
   10.233411137    1.936422249    1.936422248    1.936422249
   10.243414471    2.127291065    2.127291065    2.127291065
   10.253417806    2.367064131    2.367064131    2.367064131
   10.263421140    2.669407022    2.669407022    2.669407022
   10.273424475    3.051814562    3.051814562    3.051814562
   10.283427809    3.535330903    3.535330903    3.535330903
   10.293431144    4.141807889    4.141807889    4.141807889
   10.303434478    4.885419620    4.885419620    4.885419620
   10.313437813    5.753922828    5.753922828    5.753922829
   10.323441147    6.679316056    6.679316056    6.679316056
   10.333444481    7.514882853    7.514882852    7.514882853
   10.343447816    8.057331446    8.057331446    8.057331447
   10.353451150    8.137863930    8.137863930    8.137863931
   10.363454485    7.735574318    7.735574318    7.735574319
   10.373457819    7.002746901    7.002746901    7.002746902
   10.383461154    6.159679338    6.159679338    6.159679338
   10.393464488    5.373842767    5.373842767    5.373842767
   10.403467823    4.724581923    4.724581922    4.724581923
   10.413471157    4.229490560    4.229490559    4.229490560
   10.423474491    3.878302313    3.878302313    3.878302313
   10.433477826    3.653777554    3.653777554    3.653777554
   10.443481160    3.541110022    3.541110022    3.541110022
   10.453484495    3.531307666    3.531307665    3.531307666
   10.463487829    3.622180849    3.622180849    3.622180849
   10.473491164    3.818650034    3.818650034    3.818650034
   10.483494498    4.132918930    4.132918930    4.132918930
   10.493497833    4.584239284    4.584239284    4.584239284
   10.503501167    5.196941104    5.196941104    5.196941104
   10.513504502    5.993524475    5.993524475    5.993524475
   10.523507836    6.976851054    6.976851054    6.976851054
   10.533511170    8.095071851    8.095071851    8.095071851
   10.543514505    9.197137636    9.197137635    9.197137636
   10.553517839   10.029152560   10.029152560   10.029152560
   10.563521174   10.344112207   10.344112206   10.344112207
   10.573524508   10.074404114   10.074404114   10.074404114
   10.583527843    9.364234757    9.364234757    9.364234757
   10.593531177    8.425563022    8.425563021    8.425563022
   10.603534512    7.418049164    7.418049164    7.418049164
   10.613537846    6.443729047    6.443729047    6.443729047
   10.623541180    5.571200980    5.571200980    5.571200980
   10.633544515    4.837286869    4.837286869    4.837286869
   10.643547849    4.248030526    4.248030525    4.248030526
   10.653551184    3.790198274    3.790198274    3.790198274
   10.663554518    3.443760374    3.443760374    3.443760374
   10.673557853    3.189326938    3.189326937    3.189326938
   10.683561187    3.011101213    3.011101212    3.011101213
   10.693564522    2.897486390    2.897486389    2.897486390
   10.703567856    2.840821953    2.840821953    2.840821953
   10.713571190    2.836961526    2.836961526    2.836961526
   10.723574525    2.884973822    2.884973821    2.884973822
   10.733577859    2.987057071    2.987057070    2.987057071
   10.743581194    3.148673683    3.148673683    3.148673683
   10.753584528    3.378842569    3.378842569    3.378842569
   10.763587863    3.690383720    3.690383720    3.690383720
   10.773591197    4.099559851    4.099559851    4.099559851
   10.783594532    4.623797033    4.623797033    4.623797033
   10.793597866    5.274896847    5.274896846    5.274896847
   10.803601200    6.044461950    6.044461950    6.044461950
   10.813604535    6.883133232    6.883133231    6.883133232
   10.823607869    7.693724312    7.693724311    7.693724312
   10.833611204    8.375909922    8.375909922    8.375909923
   10.843614538    8.912815812    8.912815811    8.912815812
   10.853617873    9.395103642    9.395103642    9.395103643
   10.863621207    9.927392645    9.927392644    9.927392645
   10.873624542   10.513032472   10.513032471   10.513032472
   10.883627876   11.024844658   11.024844658   11.024844658
   10.893631210   11.297735833   11.297735832   11.297735833
   10.903634545   11.277906272   11.277906271   11.277906272
   10.913637879   11.064200351   11.064200351   11.064200351
   10.923641214   10.811948205   10.811948204   10.811948205
   10.933644548   10.653700384   10.653700384   10.653700384
   10.943647883   10.683652600   10.683652600   10.683652600
   10.953651217   10.932653369   10.932653369   10.932653370
   10.963654552   11.327529534   11.327529534   11.327529534
   10.973657886   11.695067230   11.695067230   11.695067230
   10.983661220   11.851938228   11.851938228   11.851938228
   10.993664555   11.712000688   11.712000688   11.712000688
   11.003667889   11.276211518   11.276211518   11.276211518
   11.013671224   10.554721209   10.554721209   10.554721209
   11.023674558    9.582458758    9.582458758    9.582458758
   11.033677893    8.475063662    8.475063662    8.475063662
   11.043681227    7.389913407    7.389913406    7.389913406
   11.053684562    6.444408351    6.444408351    6.444408351
   11.063687896    5.689066451    5.689066451    5.689066451
   11.073691230    5.127792743    5.127792743    5.127792743
   11.083694565    4.742781648    4.742781648    4.742781648
   11.093697899    4.505941310    4.505941309    4.505941310
   11.103701234    4.376857033    4.376857033    4.376857033
   11.113704568    4.295017500    4.295017499    4.295017499
   11.123707903    4.183532373    4.183532372    4.183532372
   11.133711237    3.981327071    3.981327070    3.981327070
   11.143714572    3.682818898    3.682818898    3.682818898
   11.153717906    3.334447308    3.334447307    3.334447308
   11.163721240    2.992029365    2.992029364    2.992029365
   11.173724575    2.690306449    2.690306448    2.690306449
   11.183727909    2.441088558    2.441088557    2.441088557
   11.193731244    2.243026227    2.243026227    2.243026227
   11.203734578    2.089899749    2.089899748    2.089899749
   11.213737913    1.974919612    1.974919612    1.974919612
   11.223741247    1.892388208    1.892388207    1.892388208
   11.233744582    1.838133323    1.838133323    1.838133323
   11.243747916    1.809495965    1.809495965    1.809495965
   11.253751250    1.805219814    1.805219813    1.805219814
   11.263754585    1.825378721    1.825378720    1.825378720
   11.273757919    1.871392902    1.871392902    1.871392902
   11.283761254    1.946154458    1.946154457    1.946154458
   11.293764588    2.054272128    2.054272127    2.054272128
   11.303767923    2.202430923    2.202430923    2.202430923
   11.313771257    2.399816941    2.399816941    2.399816941
   11.323774592    2.658427591    2.658427591    2.658427591
   11.333777926    2.992763762    2.992763762    2.992763762
   11.343781260    3.417715044    3.417715043    3.417715044
   11.353784595    3.942386971    3.942386971    3.942386971
   11.363787929    4.557341636    4.557341635    4.557341636
   11.373791264    5.217681558    5.217681558    5.217681558
   11.383794598    5.839457764    5.839457764    5.839457764
   11.393797933    6.333664973    6.333664973    6.333664973
   11.403801267    6.655036375    6.655036375    6.655036375
   11.413804602    6.794928264    6.794928263    6.794928264
   11.423807936    6.733974354    6.733974354    6.733974354
   11.433811270    6.450986570    6.450986570    6.450986570
   11.443814605    5.973088915    5.973088915    5.973088915
   11.453817939    5.375689625    5.375689625    5.375689625
   11.463821274    4.744012549    4.744012548    4.744012549
   11.473824608    4.148355907    4.148355906    4.148355907
   11.483827943    3.633147182    3.633147182    3.633147182
   11.493831277    3.215338676    3.215338675    3.215338676
   11.503834612    2.892721519    2.892721519    2.892721519
   11.513837946    2.654681217    2.654681217    2.654681217
   11.523841280    2.489462095    2.489462094    2.489462094
   11.533844615    2.387507259    2.387507259    2.387507259
   11.543847949    2.342408843    2.342408842    2.342408843
   11.553851284    2.350590804    2.350590804    2.350590804
   11.563854618    2.409959762    2.409959761    2.409959762
   11.573857953    2.517018128    2.517018128    2.517018128
   11.583861287    2.661889570    2.661889569    2.661889570
   11.593864622    2.823074359    2.823074358    2.823074359
   11.603867956    2.969668165    2.969668165    2.969668165
   11.613871290    3.079351539    3.079351539    3.079351539
   11.623874625    3.160256484    3.160256484    3.160256484
   11.633877959    3.249152671    3.249152670    3.249152671
   11.643881294    3.387826394    3.387826393    3.387826394
   11.653884628    3.604223663    3.604223662    3.604223663
   11.663887963    3.905550034    3.905550034    3.905550034
   11.673891297    4.274649145    4.274649144    4.274649145
   11.683894632    4.671036400    4.671036400    4.671036400
   11.693897966    5.051936046    5.051936045    5.051936046
   11.703901300    5.411542503    5.411542503    5.411542503
   11.713904635    5.793931688    5.793931687    5.793931688
   11.723907969    6.252441623    6.252441623    6.252441623
   11.733911304    6.795844604    6.795844604    6.795844604
   11.743914638    7.365982763    7.365982763    7.365982763
   11.753917973    7.851465257    7.851465257    7.851465257
   11.763921307    8.120020132    8.120020132    8.120020132
   11.773924642    8.065359099    8.065359099    8.065359099
   11.783927976    7.666091047    7.666091047    7.666091047
   11.793931310    7.005854679    7.005854679    7.005854679
   11.803934645    6.226225117    6.226225117    6.226225117
   11.813937979    5.459416771    5.459416770    5.459416770
   11.823941314    4.789228933    4.789228932    4.789228933
   11.833944648    4.249047137    4.249047136    4.249047137
   11.843947983    3.839787901    3.839787900    3.839787901
   11.853951317    3.548592040    3.548592039    3.548592040
   11.863954652    3.360416717    3.360416716    3.360416717
   11.873957986    3.263316648    3.263316648    3.263316648
   11.883961320    3.250279064    3.250279064    3.250279064
   11.893964655    3.319650098    3.319650098    3.319650098
   11.903967989    3.475081017    3.475081017    3.475081017
   11.913971324    3.725094447    3.725094447    3.725094447
   11.923974658    4.081590786    4.081590786    4.081590786
   11.933977993    4.555577994    4.555577993    4.555577994
   11.943981327    5.147383356    5.147383355    5.147383356
   11.953984662    5.829957995    5.829957995    5.829957995
   11.963987996    6.532737900    6.532737899    6.532737900
   11.973991330    7.147785221    7.147785220    7.147785221
   11.983994665    7.573871944    7.573871944    7.573871945
   11.993997999    7.774248987    7.774248987    7.774248987
   12.004001334    7.794774515    7.794774514    7.794774515
   12.014004668    7.713759429    7.713759428    7.713759429
   12.024008003    7.577247301    7.577247301    7.577247301
   12.034011337    7.403777705    7.403777704    7.403777705
   12.044014672    7.238641656    7.238641656    7.238641656
   12.054018006    7.167149407    7.167149406    7.167149407
   12.064021340    7.276893212    7.276893211    7.276893212
   12.074024675    7.626317908    7.626317908    7.626317908
   12.084028009    8.235796767    8.235796766    8.235796767
   12.094031344    9.077121610    9.077121610    9.077121610
   12.104034678   10.046923291   10.046923290   10.046923291
   12.114038013   10.945570000   10.945570000   10.945570000
   12.124041347   11.513239019   11.513239018   11.513239019
   12.134044682   11.547848735   11.547848734   11.547848735
   12.144048016   11.041307617   11.041307617   11.041307617
   12.154051350   10.200896837   10.200896837   10.200896837
   12.164054685    9.312477905    9.312477904    9.312477905
   12.174058019    8.590658611    8.590658611    8.590658611
   12.184061354    8.132400265    8.132400264    8.132400265
   12.194064688    7.935907879    7.935907878    7.935907879
   12.204068023    7.918898301    7.918898300    7.918898301
   12.214071357    7.930073433    7.930073432    7.930073433
   12.224074692    7.793208626    7.793208625    7.793208626
   12.234078026    7.396428555    7.396428554    7.396428555
   12.244081360    6.755322738    6.755322737    6.755322738
   12.254084695    5.982866520    5.982866520    5.982866520
   12.264088029    5.206810374    5.206810374    5.206810374
   12.274091364    4.512351951    4.512351950    4.512351951
   12.284094698    3.933684164    3.933684164    3.933684164
   12.294098033    3.471798776    3.471798776    3.471798776
   12.304101367    3.113518800    3.113518799    3.113518799
   12.314104702    2.842896251    2.842896250    2.842896251
   12.324108036    2.646171381    2.646171380    2.646171381
   12.334111370    2.513341749    2.513341749    2.513341749
   12.344114705    2.438385246    2.438385245    2.438385246
   12.354118039    2.419117493    2.419117492    2.419117493
   12.364121374    2.457037491    2.457037491    2.457037491
   12.374124708    2.557144839    2.557144838    2.557144839
   12.384128043    2.727337776    2.727337776    2.727337776
   12.394131377    2.976359716    2.976359716    2.976359716
   12.404134712    3.308163404    3.308163403    3.308163404
   12.414138046    3.709584204    3.709584203    3.709584204
   12.424141380    4.130909752    4.130909752    4.130909752
   12.434144715    4.473039392    4.473039391    4.473039391
   12.444148049    4.615763242    4.615763241    4.615763242
   12.454151384    4.497822042    4.497822041    4.497822042
   12.464154718    4.170530272    4.170530272    4.170530272
   12.474158053    3.750987205    3.750987205    3.750987205
   12.484161387    3.337272462    3.337272461    3.337272461
   12.494164722    2.972545157    2.972545156    2.972545157
   12.504168056    2.658427551    2.658427550    2.658427551
   12.514171390    2.383499680    2.383499680    2.383499680
   12.524174725    2.142460653    2.142460652    2.142460652
   12.534178059    1.937302603    1.937302602    1.937302602
   12.544181394    1.770275394    1.770275394    1.770275394
   12.554184728    1.640394572    1.640394571    1.640394572
   12.564188063    1.544353362    1.544353362    1.544353362
   12.574191397    1.478390311    1.478390311    1.478390311
   12.584194732    1.439483954    1.439483954    1.439483954
   12.594198066    1.425864796    1.425864795    1.425864795
   12.604201400    1.437186329    1.437186329    1.437186329
   12.614204735    1.474582697    1.474582696    1.474582697
   12.624208069    1.540680814    1.540680813    1.540680814
   12.634211404    1.639486981    1.639486981    1.639486981
   12.644214738    1.775884823    1.775884823    1.775884823
   12.654218073    1.954211052    1.954211052    1.954211052
   12.664221407    2.175049214    2.175049213    2.175049214
   12.674224742    2.429652223    2.429652222    2.429652222
   12.684228076    2.694426097    2.694426096    2.694426096
   12.694231410    2.933392045    2.933392044    2.933392044
   12.704234745    3.113117230    3.113117229    3.113117230
   12.714238079    3.219225972    3.219225971    3.219225972
   12.724241414    3.264568625    3.264568624    3.264568625
   12.734244748    3.288021600    3.288021600    3.288021600
   12.744248083    3.336310166    3.336310165    3.336310166
   12.754251417    3.435035583    3.435035583    3.435035583
   12.764254752    3.568811322    3.568811321    3.568811322
   12.774258086    3.681970573    3.681970572    3.681970572
   12.784261420    3.708003381    3.708003381    3.708003381
   12.794264755    3.616446499    3.616446498    3.616446499
   12.804268089    3.433161626    3.433161625    3.433161626
   12.814271424    3.217447999    3.217447998    3.217447999
   12.824274758    3.028878781    3.028878780    3.028878781
   12.834278093    2.909187183    2.909187182    2.909187183
   12.844281427    2.880592636    2.880592635    2.880592636
   12.854284762    2.951471423    2.951471423    2.951471423
   12.864288096    3.119258414    3.119258414    3.119258414
   12.874291430    3.365130361    3.365130360    3.365130361
   12.884294765    3.641975257    3.641975256    3.641975256
   12.894298099    3.869884564    3.869884563    3.869884563
   12.904301434    3.964405936    3.964405935    3.964405936
   12.914304768    3.894170348    3.894170348    3.894170348
   12.924308103    3.706016150    3.706016149    3.706016150
   12.934311437    3.480913156    3.480913155    3.480913156
   12.944314772    3.274207961    3.274207960    3.274207961
   12.954318106    3.095753530    3.095753529    3.095753530
   12.964321440    2.929882608    2.929882607    2.929882608
