# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
    5.241747249    0.166284771    0.166284771    0.166284771
    5.251750584    0.162668371    0.162668370    0.162668371
    5.261753918    0.159598586    0.159598586    0.159598586
    5.271757252    0.157021471    0.157021471    0.157021471
    5.281760587    0.154891472    0.154891472    0.154891472
    5.291763921    0.153170104    0.153170104    0.153170104
    5.301767256    0.151824882    0.151824881    0.151824881
    5.311770590    0.150828450    0.150828450    0.150828450
    5.321773925    0.150157876    0.150157875    0.150157876
    5.331777259    0.149794067    0.149794067    0.149794067
    5.341780594    0.149721305    0.149721305    0.149721305
    5.351783928    0.149926858    0.149926857    0.149926857
    5.361787262    0.150400667    0.150400667    0.150400667
    5.371790597    0.151135104    0.151135103    0.151135104
    5.381793931    0.152124763    0.152124763    0.152124763
    5.391797266    0.153366318    0.153366317    0.153366318
    5.401800600    0.154858397    0.154858397    0.154858397
    5.411803935    0.156601515    0.156601514    0.156601515
    5.421807269    0.158598015    0.158598015    0.158598015
    5.431810604    0.160852063    0.160852062    0.160852062
    5.441813938    0.163369647    0.163369647    0.163369647
    5.451817272    0.166158629    0.166158629    0.166158629
    5.461820607    0.169228804    0.169228803    0.169228804
    5.471823941    0.172592002    0.172592001    0.172592001
    5.481827276    0.176262217    0.176262216    0.176262217
    5.491830610    0.180255771    0.180255771    0.180255771
    5.501833945    0.184591515    0.184591514    0.184591515
    5.511837279    0.189291071    0.189291071    0.189291071
    5.521840614    0.194379128    0.194379128    0.194379128
