# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    7.392464155    2.850129609    2.850129608    2.850129608
    7.402467489    2.848571532    2.848571531    2.848571532
    7.412470824    2.847014472    2.847014471    2.847014472
    7.422474158    2.845458431    2.845458430    2.845458431
    7.432477492    2.843903411    2.843903410    2.843903411
    7.442480827    2.842349414    2.842349413    2.842349414
    7.452484161    2.840796442    2.840796441    2.840796442
    7.462487496    2.839244496    2.839244496    2.839244496
    7.472490830    2.837693579    2.837693579    2.837693579
    7.482494165    2.836143693    2.836143692    2.836143692
    7.492497499    2.834594838    2.834594838    2.834594838
    7.502500834    2.833047018    2.833047017    2.833047018
    7.512504168    2.831500234    2.831500233    2.831500234
    7.522507503    2.829954487    2.829954486    2.829954487
    7.532510837    2.828409780    2.828409779    2.828409780
    7.542514171    2.826866114    2.826866113    2.826866114
    7.552517506    2.825323491    2.825323491    2.825323491
    7.562520840    2.823781913    2.823781913    2.823781913
    7.572524175    2.822241382    2.822241381    2.822241382
    7.582527509    2.820701899    2.820701898    2.820701898
    7.592530844    2.819163465    2.819163465    2.819163465
    7.602534178    2.817626084    2.817626083    2.817626083
    7.612537513    2.816089755    2.816089754    2.816089755
    7.622540847    2.814554482    2.814554481    2.814554481
    7.632544181    2.813020265    2.813020264    2.813020265
    7.642547516    2.811487106    2.811487105    2.811487106
    7.652550850    2.809955007    2.809955007    2.809955007
    7.662554185    2.808423970    2.808423969    2.808423970
    7.672557519    2.806893995    2.806893995    2.806893995
    7.682560854    2.805365086    2.805365085    2.805365086
    7.692564188    2.803837242    2.803837241    2.803837242
    7.702567523    2.802310466    2.802310465    2.802310466
    7.712570857    2.800784759    2.800784759    2.800784759
    7.722574191    2.799260124    2.799260123    2.799260123
    7.732577526    2.797736560    2.797736559    2.797736560
    7.742580860    2.796214070    2.796214069    2.796214070
    7.752584195    2.794692655    2.794692654    2.794692655
    7.762587529    2.793172317    2.793172316    2.793172317
    7.772590864    2.791653057    2.791653057    2.791653057
    7.782594198    2.790134877    2.790134876    2.790134877
    7.792597533    2.788617778    2.788617777    2.788617777
    7.802600867    2.787101761    2.787101760    2.787101761
    7.812604201    2.785586828    2.785586827    2.785586827
    7.822607536    2.784072980    2.784072979    2.784072979
    7.832610870    2.782560218    2.782560218    2.782560218
    7.842614205    2.781048545    2.781048544    2.781048545
    7.852617539    2.779537961    2.779537960    2.779537960
    7.862620874    2.778028467    2.778028466    2.778028467
    7.872624208    2.776520065    2.776520065    2.776520065
    7.882627543    2.775012757    2.775012756    2.775012757
    7.892630877    2.773506543    2.773506542    2.773506543
    7.902634211    2.772001425    2.772001424    2.772001425
    7.912637546    2.770497404    2.770497403    2.770497404
    7.922640880    2.768994481    2.768994480    2.768994481
    7.932644215    2.767492658    2.767492657    2.767492658
    7.942647549    2.765991936    2.765991935    2.765991936
    7.952650884    2.764492315    2.764492315    2.764492315
    7.962654218    2.762993798    2.762993798    2.762993798
    7.972657553    2.761496386    2.761496385    2.761496385
    7.982660887    2.760000078    2.760000078    2.760000078
    7.992664221    2.758504878    2.758504878    2.758504878
    8.002667556    2.757010786    2.757010785    2.757010786
    8.012670890    2.755517803    2.755517802    2.755517802
    8.022674225    2.754025930    2.754025929    2.754025929
    8.032677559    2.752535168    2.752535167    2.752535168
    8.042680894    2.751045519    2.751045518    2.751045518
    8.052684228    2.749556983    2.749556982    2.749556983
    8.062687563    2.748069562    2.748069561    2.748069562
    8.072690897    2.746583257    2.746583256    2.746583256
    8.082694231    2.745098068    2.745098067    2.745098068
    8.092697566    2.743613997    2.743613997    2.743613997
    8.102700900    2.742131045    2.742131045    2.742131045
    8.112704235    2.740649213    2.740649213    2.740649213
    8.122707569    2.739168502    2.739168502    2.739168502
    8.132710904    2.737688913    2.737688913    2.737688913
    8.142714238    2.736210447    2.736210447    2.736210447
    8.152717573    2.734733105    2.734733104    2.734733105
    8.162720907    2.733256888    2.733256887    2.733256888
    8.172724241    2.731781796    2.731781796    2.731781796
    8.182727576    2.730307831    2.730307831    2.730307831
    8.192730910    2.728834995    2.728834994    2.728834994
    8.202734245    2.727363286    2.727363286    2.727363286
    8.212737579    2.725892708    2.725892707    2.725892707
    8.222740914    2.724423259    2.724423259    2.724423259
    8.232744248    2.722954943    2.722954942    2.722954942
    8.242747583    2.721487758    2.721487757    2.721487758
    8.252750917    2.720021707    2.720021706    2.720021707
    8.262754251    2.718556789    2.718556789    2.718556789
    8.272757586    2.717093007    2.717093006    2.717093007
    8.282760920    2.715630360    2.715630359    2.715630360
    8.292764255    2.714168850    2.714168849    2.714168850
    8.302767589    2.712708477    2.712708476    2.712708477
    8.312770924    2.711249242    2.711249242    2.711249242
    8.322774258    2.709791147    2.709791146    2.709791147
    8.332777593    2.708334191    2.708334190    2.708334191
    8.342780927    2.706878376    2.706878375    2.706878376
    8.352784261    2.705423702    2.705423701    2.705423702
    8.362787596    2.703970170    2.703970169    2.703970170
    8.372790930    2.702517781    2.702517780    2.702517781
    8.382794265    2.701066535    2.701066535    2.701066535
    8.392797599    2.699616434    2.699616434    2.699616434
    8.402800934    2.698167478    2.698167478    2.698167478
    8.412804268    2.696719668    2.696719667    2.696719668
    8.422807603    2.695273004    2.695273003    2.695273004
    8.432810937    2.693827487    2.693827487    2.693827487
    8.442814271    2.692383118    2.692383118    2.692383118
    8.452817606    2.690939898    2.690939897    2.690939898
    8.462820940    2.689497827    2.689497826    2.689497826
    8.472824275    2.688056905    2.688056905    2.688056905
    8.482827609    2.686617134    2.686617134    2.686617134
    8.492830944    2.685178514    2.685178514    2.685178514
    8.502834278    2.683741046    2.683741045    2.683741046
    8.512837613    2.682304730    2.682304730    2.682304730
    8.522840947    2.680869567    2.680869567    2.680869567
    8.532844281    2.679435558    2.679435557    2.679435558
    8.542847616    2.678002703    2.678002702    2.678002702
    8.552850950    2.676571002    2.676571001    2.676571002
    8.562854285    2.675140457    2.675140456    2.675140457
    8.572857619    2.673711067    2.673711067    2.673711067
    8.582860954    2.672282834    2.672282833    2.672282834
    8.592864288    2.670855758    2.670855757    2.670855758
    8.602867623    2.669429839    2.669429838    2.669429839
    8.612870957    2.668005078    2.668005078    2.668005078
    8.622874291    2.666581476    2.666581475    2.666581476
    8.632877626    2.665159032    2.665159032    2.665159032
    8.642880960    2.663737749    2.663737748    2.663737748
    8.652884295    2.662317625    2.662317624    2.662317625
    8.662887629    2.660898661    2.660898661    2.660898661
    8.672890964    2.659480859    2.659480858    2.659480859
    8.682894298    2.658064218    2.658064217    2.658064217
    8.692897633    2.656648738    2.656648738    2.656648738
    8.702900967    2.655234421    2.655234421    2.655234421
    8.712904301    2.653821267    2.653821266    2.653821267
    8.722907636    2.652409276    2.652409275    2.652409275
    8.732910970    2.650998448    2.650998447    2.650998448
    8.742914305    2.649588784    2.649588784    2.649588784
    8.752917639    2.648180285    2.648180284    2.648180285
    8.762920974    2.646772950    2.646772950    2.646772950
    8.772924308    2.645366781    2.645366780    2.645366781
    8.782927643    2.643961777    2.643961776    2.643961777
    8.792930977    2.642557939    2.642557939    2.642557939
    8.802934311    2.641155267    2.641155267    2.641155267
    8.812937646    2.639753762    2.639753762    2.639753762
    8.822940980    2.638353424    2.638353423    2.638353424
    8.832944315    2.636954253    2.636954253    2.636954253
    8.842947649    2.635556250    2.635556249    2.635556250
    8.852950984    2.634159415    2.634159414    2.634159414
    8.862954318    2.632763748    2.632763747    2.632763747
    8.872957653    2.631369249    2.631369248    2.631369249
    8.882960987    2.629975919    2.629975919    2.629975919
    8.892964321    2.628583759    2.628583758    2.628583759
    8.902967656    2.627192768    2.627192767    2.627192768
    8.912970990    2.625802946    2.625802946    2.625802946
    8.922974325    2.624414295    2.624414294    2.624414295
    8.932977659    2.623026814    2.623026813    2.623026813
    8.942980994    2.621640503    2.621640502    2.621640503
    8.952984328    2.620255363    2.620255362    2.620255363
    8.962987663    2.618871394    2.618871393    2.618871393
    8.972990997    2.617488596    2.617488595    2.617488596
    8.982994331    2.616106969    2.616106969    2.616106969
    8.992997666    2.614726514    2.614726514    2.614726514
    9.003001000    2.613347231    2.613347231    2.613347231
    9.013004335    2.611969120    2.611969119    2.611969120
    9.023007669    2.610592181    2.610592181    2.610592181
    9.033011004    2.609216415    2.609216414    2.609216415
    9.043014338    2.607841821    2.607841820    2.607841821
    9.053017673    2.606468400    2.606468399    2.606468399
    9.063021007    2.605096151    2.605096151    2.605096151
    9.073024341    2.603725076    2.603725075    2.603725076
    9.083027676    2.602355174    2.602355173    2.602355174
    9.093031010    2.600986445    2.600986445    2.600986445
    9.103034345    2.599618890    2.599618890    2.599618890
    9.113037679    2.598252509    2.598252508    2.598252509
    9.123041014    2.596887301    2.596887300    2.596887301
    9.133044348    2.595523267    2.595523266    2.595523267
    9.143047683    2.594160407    2.594160406    2.594160407
    9.153051017    2.592798721    2.592798720    2.592798721
    9.163054351    2.591438209    2.591438208    2.591438209
    9.173057686    2.590078871    2.590078871    2.590078871
    9.183061020    2.588720708    2.588720707    2.588720708
    9.193064355    2.587363719    2.587363718    2.587363719
    9.203067689    2.586007905    2.586007904    2.586007904
    9.213071024    2.584653265    2.584653264    2.584653264
    9.223074358    2.583299799    2.583299799    2.583299799
    9.233077693    2.581947508    2.581947508    2.581947508
    9.243081027    2.580596392    2.580596392    2.580596392
    9.253084361    2.579246451    2.579246450    2.579246451
    9.263087696    2.577897684    2.577897683    2.577897684
    9.273091030    2.576550092    2.576550091    2.576550092
    9.283094365    2.575203675    2.575203674    2.575203675
    9.293097699    2.573858432    2.573858432    2.573858432
    9.303101034    2.572514365    2.572514364    2.572514365
    9.313104368    2.571171472    2.571171471    2.571171472
    9.323107703    2.569829753    2.569829753    2.569829753
    9.333111037    2.568489210    2.568489209    2.568489210
    9.343114371    2.567149841    2.567149841    2.567149841
    9.353117706    2.565811647    2.565811647    2.565811647
    9.363121040    2.564474628    2.564474627    2.564474628
    9.373124375    2.563138783    2.563138782    2.563138783
    9.383127709    2.561804113    2.561804112    2.561804112
    9.393131044    2.560470617    2.560470616    2.560470617
    9.403134378    2.559138295    2.559138295    2.559138295
    9.413137713    2.557807149    2.557807148    2.557807148
    9.423141047    2.556477176    2.556477175    2.556477176
    9.433144381    2.555148377    2.555148377    2.555148377
    9.443147716    2.553820753    2.553820753    2.553820753
    9.453151050    2.552494303    2.552494302    2.552494303
    9.463154385    2.551169027    2.551169026    2.551169027
    9.473157719    2.549844925    2.549844924    2.549844924
    9.483161054    2.548521996    2.548521995    2.548521996
    9.493164388    2.547200241    2.547200241    2.547200241
    9.503167723    2.545879660    2.545879659    2.545879660
    9.513171057    2.544560252    2.544560251    2.544560252
    9.523174391    2.543242017    2.543242017    2.543242017
    9.533177726    2.541924956    2.541924955    2.541924956
    9.543181060    2.540609067    2.540609067    2.540609067
    9.553184395    2.539294352    2.539294351    2.539294352
    9.563187729    2.537980809    2.537980808    2.537980809
    9.573191064    2.536668439    2.536668438    2.536668439
    9.583194398    2.535357241    2.535357240    2.535357241
    9.593197733    2.534047215    2.534047215    2.534047215
    9.603201067    2.532738362    2.532738361    2.532738362
    9.613204401    2.531430680    2.531430680    2.531430680
    9.623207736    2.530124170    2.530124170    2.530124170
    9.633211070    2.528818832    2.528818831    2.528818832
    9.643214405    2.527514665    2.527514664    2.527514665
    9.653217739    2.526211669    2.526211669    2.526211669
    9.663221074    2.524909844    2.524909844    2.524909844
    9.673224408    2.523609190    2.523609189    2.523609190
    9.683227743    2.522309706    2.522309706    2.522309706
    9.693231077    2.521011393    2.521011392    2.521011393
    9.703234411    2.519714250    2.519714249    2.519714250
    9.713237746    2.518418276    2.518418276    2.518418276
    9.723241080    2.517123473    2.517123472    2.517123473
    9.733244415    2.515829838    2.515829838    2.515829838
    9.743247749    2.514537373    2.514537373    2.514537373
    9.753251084    2.513246077    2.513246076    2.513246077
    9.763254418    2.511955949    2.511955949    2.511955949
    9.773257753    2.510666990    2.510666989    2.510666990
    9.783261087    2.509379199    2.509379198    2.509379199
    9.793264421    2.508092575    2.508092575    2.508092575
    9.803267756    2.506807120    2.506807119    2.506807120
    9.813271090    2.505522831    2.505522831    2.505522831
    9.823274425    2.504239710    2.504239709    2.504239710
    9.833277759    2.502957755    2.502957755    2.502957755
    9.843281094    2.501676967    2.501676967    2.501676967
    9.853284428    2.500397345    2.500397345    2.500397345
    9.863287763    2.499118889    2.499118889    2.499118889
    9.873291097    2.497841599    2.497841598    2.497841599
    9.883294431    2.496565474    2.496565473    2.496565473
    9.893297766    2.495290513    2.495290513    2.495290513
    9.903301100    2.494016718    2.494016717    2.494016717
    9.913304435    2.492744086    2.492744086    2.492744086
    9.923307769    2.491472619    2.491472618    2.491472619
    9.933311104    2.490202315    2.490202314    2.490202315
    9.943314438    2.488933175    2.488933174    2.488933174
    9.953317773    2.487665197    2.487665197    2.487665197
    9.963321107    2.486398382    2.486398382    2.486398382
    9.973324441    2.485132730    2.485132729    2.485132730
    9.983327776    2.483868239    2.483868239    2.483868239
    9.993331110    2.482604910    2.482604910    2.482604910
   10.003334445    2.481342742    2.481342742    2.481342742
   10.013337779    2.480081736    2.480081735    2.480081735
   10.023341114    2.478821889    2.478821888    2.478821889
   10.033344448    2.477563203    2.477563202    2.477563203
   10.043347783    2.476305676    2.476305676    2.476305676
   10.053351117    2.475049309    2.475049308    2.475049309
   10.063354451    2.473794101    2.473794100    2.473794101
   10.073357786    2.472540051    2.472540050    2.472540051
   10.083361120    2.471287159    2.471287159    2.471287159
   10.093364455    2.470035426    2.470035425    2.470035426
   10.103367789    2.468784849    2.468784849    2.468784849
   10.113371124    2.467535430    2.467535429    2.467535430
   10.123374458    2.466287167    2.466287167    2.466287167
   10.133377793    2.465040061    2.465040060    2.465040061
   10.143381127    2.463794110    2.463794109    2.463794110
   10.153384461    2.462549314    2.462549314    2.462549314
   10.163387796    2.461305674    2.461305673    2.461305674
   10.173391130    2.460063187    2.460063187    2.460063187
   10.183394465    2.458821855    2.458821855    2.458821855
   10.193397799    2.457581677    2.457581676    2.457581677
   10.203401134    2.456342652    2.456342651    2.456342651
   10.213404468    2.455104779    2.455104778    2.455104779
   10.223407803    2.453868059    2.453868058    2.453868058
   10.233411137    2.452632490    2.452632489    2.452632490
   10.243414471    2.451398073    2.451398072    2.451398073
   10.253417806    2.450164807    2.450164806    2.450164806
   10.263421140    2.448932691    2.448932690    2.448932691
   10.273424475    2.447701725    2.447701724    2.447701725
   10.283427809    2.446471909    2.446471908    2.446471909
   10.293431144    2.445243241    2.445243241    2.445243241
   10.303434478    2.444015723    2.444015722    2.444015723
   10.313437813    2.442789352    2.442789352    2.442789352
   10.323441147    2.441564129    2.441564129    2.441564129
   10.333444481    2.440340053    2.440340053    2.440340053
   10.343447816    2.439117124    2.439117123    2.439117124
   10.353451150    2.437895341    2.437895340    2.437895341
   10.363454485    2.436674703    2.436674703    2.436674703
   10.373457819    2.435455211    2.435455211    2.435455211
   10.383461154    2.434236863    2.434236863    2.434236863
   10.393464488    2.433019660    2.433019659    2.433019660
   10.403467823    2.431803600    2.431803599    2.431803600
   10.413471157    2.430588683    2.430588683    2.430588683
   10.423474491    2.429374909    2.429374908    2.429374909
   10.433477826    2.428162277    2.428162276    2.428162277
   10.443481160    2.426950786    2.426950786    2.426950786
   10.453484495    2.425740437    2.425740436    2.425740437
   10.463487829    2.424531228    2.424531227    2.424531227
   10.473491164    2.423323158    2.423323158    2.423323158
   10.483494498    2.422116229    2.422116228    2.422116229
   10.493497833    2.420910438    2.420910437    2.420910438
   10.503501167    2.419705786    2.419705785    2.419705785
   10.513504502    2.418502271    2.418502270    2.418502271
   10.523507836    2.417299894    2.417299893    2.417299893
   10.533511170    2.416098653    2.416098652    2.416098653
   10.543514505    2.414898548    2.414898548    2.414898548
   10.553517839    2.413699580    2.413699579    2.413699579
   10.563521174    2.412501746    2.412501745    2.412501746
   10.573524508    2.411305046    2.411305046    2.411305046
   10.583527843    2.410109481    2.410109480    2.410109481
   10.593531177    2.408915049    2.408915048    2.408915048
   10.603534512    2.407721749    2.407721749    2.407721749
   10.613537846    2.406529582    2.406529581    2.406529582
   10.623541180    2.405338546    2.405338546    2.405338546
   10.633544515    2.404148642    2.404148641    2.404148642
   10.643547849    2.402959868    2.402959867    2.402959868
   10.653551184    2.401772224    2.401772223    2.401772224
   10.663554518    2.400585709    2.400585708    2.400585709
   10.673557853    2.399400323    2.399400322    2.399400322
   10.683561187    2.398216064    2.398216064    2.398216064
   10.693564522    2.397032934    2.397032933    2.397032934
   10.703567856    2.395850930    2.395850930    2.395850930
   10.713571190    2.394670053    2.394670052    2.394670053
   10.723574525    2.393490301    2.393490300    2.393490301
   10.733577859    2.392311674    2.392311674    2.392311674
   10.743581194    2.391134172    2.391134172    2.391134172
   10.753584528    2.389957794    2.389957793    2.389957794
   10.763587863    2.388782539    2.388782538    2.388782539
   10.773591197    2.387608406    2.387608406    2.387608406
   10.783594532    2.386435396    2.386435395    2.386435396
   10.793597866    2.385263507    2.385263506    2.385263507
   10.803601200    2.384092739    2.384092738    2.384092739
   10.813604535    2.382923091    2.382923090    2.382923091
   10.823607869    2.381754562    2.381754561    2.381754562
   10.833611204    2.380587152    2.380587152    2.380587152
   10.843614538    2.379420861    2.379420860    2.379420861
   10.853617873    2.378255687    2.378255686    2.378255687
   10.863621207    2.377091630    2.377091630    2.377091630
   10.873624542    2.375928689    2.375928689    2.375928689
   10.883627876    2.374766865    2.374766864    2.374766864
   10.893631210    2.373606155    2.373606154    2.373606155
   10.903634545    2.372446559    2.372446559    2.372446559
   10.913637879    2.371288077    2.371288077    2.371288077
   10.923641214    2.370130709    2.370130708    2.370130709
   10.933644548    2.368974452    2.368974452    2.368974452
   10.943647883    2.367819308    2.367819307    2.367819308
   10.953651217    2.366665274    2.366665274    2.366665274
   10.963654552    2.365512351    2.365512351    2.365512351
   10.973657886    2.364360538    2.364360538    2.364360538
   10.983661220    2.363209834    2.363209833    2.363209834
   10.993664555    2.362060238    2.362060238    2.362060238
   11.003667889    2.360911750    2.360911750    2.360911750
   11.013671224    2.359764369    2.359764369    2.359764369
   11.023674558    2.358618095    2.358618094    2.358618095
   11.033677893    2.357472926    2.357472926    2.357472926
   11.043681227    2.356328862    2.356328862    2.356328862
   11.053684562    2.355185903    2.355185902    2.355185903
   11.063687896    2.354044047    2.354044047    2.354044047
   11.073691230    2.352903295    2.352903294    2.352903295
   11.083694565    2.351763644    2.351763644    2.351763644
   11.093697899    2.350625096    2.350625095    2.350625095
   11.103701234    2.349487648    2.349487647    2.349487648
   11.113704568    2.348351300    2.348351300    2.348351300
   11.123707903    2.347216052    2.347216051    2.347216052
   11.133711237    2.346081903    2.346081902    2.346081903
   11.143714572    2.344948852    2.344948851    2.344948851
   11.153717906    2.343816898    2.343816897    2.343816898
   11.163721240    2.342686041    2.342686040    2.342686041
   11.173724575    2.341556280    2.341556279    2.341556280
   11.183727909    2.340427614    2.340427614    2.340427614
   11.193731244    2.339300043    2.339300042    2.339300043
   11.203734578    2.338173566    2.338173565    2.338173566
   11.213737913    2.337048182    2.337048181    2.337048182
   11.223741247    2.335923890    2.335923890    2.335923890
   11.233744582    2.334800690    2.334800690    2.334800690
   11.243747916    2.333678581    2.333678581    2.333678581
   11.253751250    2.332557563    2.332557562    2.332557563
   11.263754585    2.331437634    2.331437633    2.331437634
   11.273757919    2.330318793    2.330318793    2.330318793
   11.283761254    2.329201041    2.329201041    2.329201041
   11.293764588    2.328084377    2.328084376    2.328084377
   11.303767923    2.326968799    2.326968798    2.326968798
   11.313771257    2.325854306    2.325854306    2.325854306
   11.323774592    2.324740899    2.324740899    2.324740899
   11.333777926    2.323628577    2.323628576    2.323628577
   11.343781260    2.322517338    2.322517338    2.322517338
   11.353784595    2.321407182    2.321407182    2.321407182
   11.363787929    2.320298109    2.320298108    2.320298109
   11.373791264    2.319190116    2.319190116    2.319190116
   11.383794598    2.318083205    2.318083205    2.318083205
   11.393797933    2.316977374    2.316977373    2.316977374
   11.403801267    2.315872622    2.315872621    2.315872621
   11.413804602    2.314768948    2.314768947    2.314768948
   11.423807936    2.313666352    2.313666351    2.313666352
   11.433811270    2.312564833    2.312564833    2.312564833
   11.443814605    2.311464390    2.311464390    2.311464390
   11.453817939    2.310365023    2.310365023    2.310365023
   11.463821274    2.309266731    2.309266730    2.309266731
   11.473824608    2.308169512    2.308169512    2.308169512
   11.483827943    2.307073367    2.307073366    2.307073367
   11.493831277    2.305978294    2.305978294    2.305978294
   11.503834612    2.304884293    2.304884292    2.304884293
   11.513837946    2.303791363    2.303791362    2.303791363
   11.523841280    2.302699503    2.302699502    2.302699503
   11.533844615    2.301608712    2.301608712    2.301608712
   11.543847949    2.300518990    2.300518989    2.300518990
   11.553851284    2.299430336    2.299430335    2.299430336
   11.563854618    2.298342749    2.298342748    2.298342749
   11.573857953    2.297256228    2.297256227    2.297256228
   11.583861287    2.296170773    2.296170772    2.296170772
   11.593864622    2.295086382    2.295086382    2.295086382
   11.603867956    2.294003056    2.294003055    2.294003055
   11.613871290    2.292920792    2.292920792    2.292920792
   11.623874625    2.291839591    2.291839591    2.291839591
   11.633877959    2.290759452    2.290759451    2.290759452
   11.643881294    2.289680374    2.289680373    2.289680373
   11.653884628    2.288602355    2.288602355    2.288602355
   11.663887963    2.287525396    2.287525396    2.287525396
   11.673891297    2.286449496    2.286449495    2.286449496
   11.683894632    2.285374653    2.285374652    2.285374653
   11.693897966    2.284300867    2.284300866    2.284300867
   11.703901300    2.283228137    2.283228137    2.283228137
   11.713904635    2.282156463    2.282156462    2.282156463
   11.723907969    2.281085843    2.281085842    2.281085843
   11.733911304    2.280016277    2.280016276    2.280016277
   11.743914638    2.278947764    2.278947763    2.278947763
   11.753917973    2.277880303    2.277880302    2.277880302
   11.763921307    2.276813893    2.276813892    2.276813893
   11.773924642    2.275748534    2.275748533    2.275748534
   11.783927976    2.274684225    2.274684224    2.274684225
   11.793931310    2.273620964    2.273620964    2.273620964
   11.803934645    2.272558752    2.272558752    2.272558752
   11.813937979    2.271497588    2.271497587    2.271497588
   11.823941314    2.270437469    2.270437469    2.270437469
   11.833944648    2.269378397    2.269378397    2.269378397
   11.843947983    2.268320370    2.268320369    2.268320370
   11.853951317    2.267263386    2.267263386    2.267263386
   11.863954652    2.266207446    2.266207446    2.266207446
   11.873957986    2.265152549    2.265152548    2.265152549
   11.883961320    2.264098693    2.264098693    2.264098693
   11.893964655    2.263045878    2.263045878    2.263045878
   11.903967989    2.261994104    2.261994103    2.261994104
   11.913971324    2.260943368    2.260943368    2.260943368
   11.923974658    2.259893671    2.259893671    2.259893671
   11.933977993    2.258845012    2.258845012    2.258845012
   11.943981327    2.257797390    2.257797389    2.257797390
   11.953984662    2.256750803    2.256750803    2.256750803
   11.963987996    2.255705252    2.255705252    2.255705252
   11.973991330    2.254660735    2.254660735    2.254660735
   11.983994665    2.253617252    2.253617251    2.253617252
   11.993997999    2.252574801    2.252574801    2.252574801
   12.004001334    2.251533383    2.251533382    2.251533383
   12.014004668    2.250492995    2.250492995    2.250492995
   12.024008003    2.249453638    2.249453638    2.249453638
   12.034011337    2.248415310    2.248415310    2.248415310
   12.044014672    2.247378011    2.247378011    2.247378011
   12.054018006    2.246341740    2.246341739    2.246341740
   12.064021340    2.245306495    2.245306495    2.245306495
   12.074024675    2.244272277    2.244272277    2.244272277
   12.084028009    2.243239084    2.243239084    2.243239084
   12.094031344    2.242206916    2.242206915    2.242206916
   12.104034678    2.241175771    2.241175770    2.241175771
   12.114038013    2.240145649    2.240145648    2.240145649
   12.124041347    2.239116549    2.239116548    2.239116549
   12.134044682    2.238088470    2.238088470    2.238088470
   12.144048016    2.237061412    2.237061411    2.237061411
   12.154051350    2.236035373    2.236035372    2.236035372
   12.164054685    2.235010352    2.235010352    2.235010352
   12.174058019    2.233986350    2.233986349    2.233986349
   12.184061354    2.232963364    2.232963363    2.232963364
   12.194064688    2.231941395    2.231941394    2.231941394
   12.204068023    2.230920440    2.230920440    2.230920440
   12.214071357    2.229900501    2.229900500    2.229900501
   12.224074692    2.228881575    2.228881574    2.228881575
   12.234078026    2.227863661    2.227863661    2.227863661
   12.244081360    2.226846760    2.226846760    2.226846760
   12.254084695    2.225830870    2.225830869    2.225830870
   12.264088029    2.224815990    2.224815989    2.224815990
   12.274091364    2.223802119    2.223802119    2.223802119
   12.284094698    2.222789257    2.222789257    2.222789257
   12.294098033    2.221777403    2.221777403    2.221777403
   12.304101367    2.220766556    2.220766555    2.220766556
   12.314104702    2.219756714    2.219756714    2.219756714
   12.324108036    2.218747878    2.218747878    2.218747878
   12.334111370    2.217740046    2.217740046    2.217740046
   12.344114705    2.216733218    2.216733218    2.216733218
   12.354118039    2.215727393    2.215727392    2.215727392
   12.364121374    2.214722569    2.214722568    2.214722569
   12.374124708    2.213718746    2.213718745    2.213718746
   12.384128043    2.212715923    2.212715922    2.212715923
   12.394131377    2.211714099    2.211714099    2.211714099
   12.404134712    2.210713274    2.210713274    2.210713274
   12.414138046    2.209713447    2.209713446    2.209713446
   12.424141380    2.208714616    2.208714615    2.208714615
   12.434144715    2.207716780    2.207716780    2.207716780
   12.444148049    2.206719940    2.206719940    2.206719940
   12.454151384    2.205724094    2.205724094    2.205724094
   12.464154718    2.204729242    2.204729241    2.204729242
   12.474158053    2.203735381    2.203735381    2.203735381
   12.484161387    2.202742513    2.202742512    2.202742513
   12.494164722    2.201750635    2.201750634    2.201750635
   12.504168056    2.200759746    2.200759746    2.200759746
   12.514171390    2.199769847    2.199769847    2.199769847
   12.524174725    2.198780936    2.198780936    2.198780936
   12.534178059    2.197793013    2.197793012    2.197793012
   12.544181394    2.196806075    2.196806075    2.196806075
   12.554184728    2.195820124    2.195820123    2.195820123
   12.564188063    2.194835156    2.194835156    2.194835156
   12.574191397    2.193851173    2.193851173    2.193851173
   12.584194732    2.192868173    2.192868173    2.192868173
   12.594198066    2.191886155    2.191886154    2.191886155
   12.604201400    2.190905118    2.190905118    2.190905118
   12.614204735    2.189925062    2.189925061    2.189925062
   12.624208069    2.188945985    2.188945984    2.188945985
   12.634211404    2.187967887    2.187967886    2.187967887
   12.644214738    2.186990766    2.186990766    2.186990766
   12.654218073    2.186014623    2.186014622    2.186014623
   12.664221407    2.185039456    2.185039455    2.185039456
   12.674224742    2.184065264    2.184065263    2.184065263
   12.684228076    2.183092046    2.183092045    2.183092046
   12.694231410    2.182119802    2.182119801    2.182119802
   12.704234745    2.181148530    2.181148530    2.181148530
   12.714238079    2.180178230    2.180178230    2.180178230
   12.724241414    2.179208901    2.179208901    2.179208901
   12.734244748    2.178240543    2.178240542    2.178240542
   12.744248083    2.177273153    2.177273152    2.177273153
   12.754251417    2.176306731    2.176306731    2.176306731
   12.764254752    2.175341278    2.175341277    2.175341277
   12.774258086    2.174376790    2.174376790    2.174376790
   12.784261420    2.173413269    2.173413268    2.173413268
   12.794264755    2.172450712    2.172450711    2.172450712
   12.804268089    2.171489119    2.171489118    2.171489119
   12.814271424    2.170528489    2.170528489    2.170528489
   12.824274758    2.169568822    2.169568821    2.169568822
   12.834278093    2.168610116    2.168610115    2.168610116
   12.844281427    2.167652370    2.167652370    2.167652370
   12.854284762    2.166695584    2.166695584    2.166695584
   12.864288096    2.165739757    2.165739756    2.165739757
   12.874291430    2.164784888    2.164784887    2.164784887
   12.884294765    2.163830975    2.163830975    2.163830975
   12.894298099    2.162878019    2.162878019    2.162878019
   12.904301434    2.161926018    2.161926018    2.161926018
   12.914304768    2.160974972    2.160974971    2.160974972
   12.924308103    2.160024879    2.160024878    2.160024879
   12.934311437    2.159075739    2.159075738    2.159075739
   12.944314772    2.158127550    2.158127550    2.158127550
   12.954318106    2.157180313    2.157180312    2.157180313
   12.964321440    2.156234025    2.156234025    2.156234025
