#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.000000000000000E+00  0.448114205495158E+00  -.116616363428901E-10  0.223157397765380E+01  -.580740442515084E-10
     0.500000000000000E-01  0.448111468965823E+00  0.298189173539461E-04  0.223158759555924E+01  0.148497708022616E-03
     0.100000000000000E+00  0.448103259074407E+00  0.596411613083149E-04  0.223162845177871E+01  0.297022861979807E-03
     0.150000000000000E+00  0.448089574910571E+00  0.894700363911070E-04  0.223169655382292E+01  0.445602805921773E-03
     0.200000000000000E+00  0.448070414956705E+00  0.119308861295342E-03  0.223179191421408E+01  0.594264970515322E-03
     0.250000000000000E+00  0.448045777087354E+00  0.149160958471761E-03  0.223191455049234E+01  0.743036829278273E-03
     0.300000000000000E+00  0.448015658568424E+00  0.179029655386345E-03  0.223206448522491E+01  0.891945912932609E-03
     0.350000000000000E+00  0.447980056056149E+00  0.208918285782088E-03  0.223224174601778E+01  0.104101982381733E-02
     0.400000000000000E+00  0.447938965595832E+00  0.238830190946086E-03  0.223244636553006E+01  0.119028625037616E-02
     0.450000000000000E+00  0.447892382620358E+00  0.268768720983037E-03  0.223267838149091E+01  0.133977298173527E-02
     0.500000000000000E+00  0.447840301948468E+00  0.298737236096247E-03  0.223293783671928E+01  0.148950792238660E-02
     0.550000000000000E+00  0.447782717782803E+00  0.328739107877220E-03  0.223322477914613E+01  0.163951910699220E-02
     0.600000000000000E+00  0.447719623707709E+00  0.358777720604991E-03  0.223353926183951E+01  0.178983471532551E-02
     0.650000000000000E+00  0.447651012686811E+00  0.388856472556292E-03  0.223388134303232E+01  0.194048308736564E-02
     0.700000000000000E+00  0.447576877060335E+00  0.418978777327732E-03  0.223425108615280E+01  0.209149273856090E-02
     0.750000000000000E+00  0.447497208542204E+00  0.449148065171140E-03  0.223464855985782E+01  0.224289237527826E-02
     0.800000000000000E+00  0.447411998216875E+00  0.479367784343266E-03  0.223507383806906E+01  0.239471091045576E-02
     0.850000000000000E+00  0.447321236535937E+00  0.509641402471045E-03  0.223552700001196E+01  0.254697747947509E-02
     0.900000000000000E+00  0.447224913314459E+00  0.539972407933675E-03  0.223600813025766E+01  0.269972145627216E-02
     0.950000000000000E+00  0.447123017727077E+00  0.570364311262745E-03  0.223651731876778E+01  0.285297246970370E-02
     0.100000000000000E+01  0.447015538303834E+00  0.600820646561723E-03  0.223705466094238E+01  0.300676042018870E-02
     0.105000000000000E+01  0.446902462925757E+00  0.631344972946115E-03  0.223762025767074E+01  0.316111549664363E-02
     0.110000000000000E+01  0.446783778820165E+00  0.661940876005657E-03  0.223821421538543E+01  0.331606819373112E-02
     0.115000000000000E+01  0.446659472555714E+00  0.692611969289917E-03  0.223883664611946E+01  0.347164932944260E-02
     0.120000000000000E+01  0.446529530037165E+00  0.723361895818732E-03  0.223948766756666E+01  0.362789006303537E-02
     0.125000000000000E+01  0.446393936499882E+00  0.754194329618988E-03  0.224016740314536E+01  0.378482191334597E-02
