#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.000000000000000E+00  0.601423587203673E+00  -.373341993909098E-13  0.166272161796898E+01  -.103215739684330E-12
     0.500000000000000E-01  0.601422043565916E+00  0.168183173517940E-04  0.166272588428728E+01  0.464968849914143E-04
     0.100000000000000E+00  0.601417412500914E+00  0.336382918227788E-04  0.166273868379248E+01  0.929997833582004E-04
     0.150000000000000E+00  0.601409693553426E+00  0.504615810156833E-04  0.166276001813568E+01  0.139514710627688E-03
     0.200000000000000E+00  0.601398885964545E+00  0.672898436874905E-04  0.166278989006946E+01  0.186047687149374E-03
     0.250000000000000E+00  0.601384988671446E+00  0.841247402715986E-04  0.166282830344892E+01  0.232604740355976E-03
     0.300000000000000E+00  0.601368000307029E+00  0.100967933438556E-03  0.166287526323319E+01  0.279191907133453E-03
     0.350000000000000E+00  0.601347919199459E+00  0.117821088658460E-03  0.166293077548740E+01  0.325815236198724E-03
     0.400000000000000E+00  0.601324743371601E+00  0.134685874765429E-03  0.166299484738503E+01  0.372480790487013E-03
     0.450000000000000E+00  0.601298470540362E+00  0.151563964524576E-03  0.166306748721070E+01  0.419194649550765E-03
     0.500000000000000E+00  0.601269098115912E+00  0.168457035201910E-03  0.166314870436347E+01  0.465962911972166E-03
     0.550000000000000E+00  0.601236623200821E+00  0.185366769137588E-03  0.166323850936047E+01  0.512791697791152E-03
     0.600000000000000E+00  0.601201042589076E+00  0.202294854322948E-03  0.166333691384111E+01  0.559687150951030E-03
     0.650000000000000E+00  0.601162352764996E+00  0.219242984981784E-03  0.166344393057156E+01  0.606655441763675E-03
     0.700000000000000E+00  0.601120549902045E+00  0.236212862156269E-03  0.166355957344987E+01  0.653702769396405E-03
     0.750000000000000E+00  0.601075629861532E+00  0.253206194298015E-03  0.166368385751143E+01  0.700835364382604E-03
     0.800000000000000E+00  0.601027588191209E+00  0.270224697864694E-03  0.166381679893488E+01  0.748059491158241E-03
     0.850000000000000E+00  0.600976420123752E+00  0.287270097922713E-03  0.166395841504859E+01  0.795381450626467E-03
     0.900000000000000E+00  0.600922120575138E+00  0.304344128756394E-03  0.166410872433747E+01  0.842807582752438E-03
     0.950000000000000E+00  0.600864684142909E+00  0.321448534484150E-03  0.166426774645038E+01  0.890344269190692E-03
     0.100000000000000E+01  0.600804105104317E+00  0.338585069682145E-03  0.166443550220795E+01  0.937997935947301E-03
     0.105000000000000E+01  0.600740377414366E+00  0.355755500015946E-03  0.166461201361090E+01  0.985775056079221E-03
     0.110000000000000E+01  0.600673494703726E+00  0.372961602880669E-03  0.166479730384888E+01  0.103368215243316E-02
     0.115000000000000E+01  0.600603450276539E+00  0.390205168050144E-03  0.166499139730977E+01  0.108172580042649E-02
     0.120000000000000E+01  0.600530237108099E+00  0.407487998335645E-03  0.166519431958953E+01  0.112991263087271E-02
     0.125000000000000E+01  0.600453847842419E+00  0.424811910254728E-03  0.166540609750258E+01  0.117824933285399E-02
     0.130000000000000E+01  0.600374274789661E+00  0.442178734710723E-03  0.166562675909262E+01  0.122674265664352E-02
     0.135000000000000E+01  0.600291509923461E+00  0.459590317683507E-03  0.166585633364410E+01  0.127539941668039E-02
     0.140000000000000E+01  0.600205544878110E+00  0.477048520932087E-03  0.166609485169416E+01  0.132422649459974E-02
     0.145000000000000E+01  0.600116370945612E+00  0.494555222709659E-03  0.166634234504518E+01  0.137323084232115E-02
     0.150000000000000E+01  0.600023979072616E+00  0.512112318491742E-03  0.166659884677782E+01  0.142241948519821E-02
     0.155000000000000E+01  0.599928359857205E+00  0.529721721718045E-03  0.166686439126472E+01  0.147179952523234E-02
     0.160000000000000E+01  0.599829503545553E+00  0.547385364548730E-03  0.166713901418477E+01  0.152137814435404E-02
     0.165000000000000E+01  0.599727400028440E+00  0.565105198635765E-03  0.166742275253794E+01  0.157116260777490E-02
     0.170000000000000E+01  0.599622038837639E+00  0.582883195910067E-03  0.166771564466078E+01  0.162116026741356E-02
     0.175000000000000E+01  0.599513409142131E+00  0.600721349385183E-03  0.166801773024252E+01  0.167137856539943E-02
     0.180000000000000E+01  0.599401499744203E+00  0.618621673978248E-03  0.166832905034183E+01  0.172182503765746E-02
     0.185000000000000E+01  0.599286299075368E+00  0.636586207349034E-03  0.166864964740421E+01  0.177250731757804E-02
     0.190000000000000E+01  0.599167795192150E+00  0.654617010757855E-03  0.166897956528013E+01  0.182343313977556E-02
     0.195000000000000E+01  0.599045975771702E+00  0.672716169943217E-03  0.166931884924374E+01  0.187461034394000E-02
     0.200000000000000E+01  0.598920828107263E+00  0.690885796020054E-03  0.166966754601240E+01  0.192604687878551E-02
     0.205000000000000E+01  0.598792339103456E+00  0.709128026399446E-03  0.167002570376689E+01  0.197775080610033E-02
     0.210000000000000E+01  0.598660495271402E+00  0.727445025730792E-03  0.167039337217238E+01  0.202973030490280E-02
