#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.000000000000000E+00  0.322016418739582E+00  -.343285782068092E-10  0.310543171653838E+01  -.331054720639279E-09
     0.500000000000000E-01  0.322012403751126E+00  0.437687384852630E-04  0.310547037901664E+01  0.422103370272533E-03
     0.100000000000000E+00  0.322000358168356E+00  0.875442743394555E-04  0.310558637813820E+01  0.844335414467016E-03
     0.150000000000000E+00  0.321980280138860E+00  0.131333340632404E-03  0.310577974897242E+01  0.126682425869406E-02
     0.200000000000000E+00  0.321952166573968E+00  0.175142713497133E-03  0.310605055000260E+01  0.168969858900370E-02
     0.250000000000000E+00  0.321916013146778E+00  0.218979182186001E-03  0.310639886317768E+01  0.211308743529952E-02
     0.300000000000000E+00  0.321871814289384E+00  0.262849553476350E-03  0.310682479398460E+01  0.253712028694101E-02
     0.350000000000000E+00  0.321819563189308E+00  0.306760656104183E-03  0.310732847154175E+01  0.296192720919406E-02
     0.400000000000000E+00  0.321759251785123E+00  0.350719345233007E-03  0.310791004871338E+01  0.338763896074624E-02
     0.450000000000000E+00  0.321690870761276E+00  0.394732506965119E-03  0.310856970224530E+01  0.381438711250741E-02
     0.500000000000000E+00  0.321614409542067E+00  0.438807062902742E-03  0.310930763292236E+01  0.424230416792093E-02
     0.550000000000000E+00  0.321529856284832E+00  0.482949974766513E-03  0.311012406574738E+01  0.467152368501301E-02
     0.600000000000000E+00  0.321437197872257E+00  0.527168249079069E-03  0.311101925014262E+01  0.510218040041754E-02
     0.650000000000000E+00  0.321336419903850E+00  0.571468941921639E-03  0.311199346017357E+01  0.553441035561604E-02
     0.700000000000000E+00  0.321227506686555E+00  0.615859163771748E-03  0.311304699479580E+01  0.596835102564192E-02
     0.750000000000000E+00  0.321110441224473E+00  0.660346084430451E-03  0.311418017812514E+01  0.640414145050582E-02
     0.800000000000000E+00  0.320985205207680E+00  0.704936938047726E-03  0.311539335973192E+01  0.684192236960799E-02
     0.850000000000000E+00  0.320851779000157E+00  0.749639028254986E-03  0.311668691495950E+01  0.728183635941170E-02
     0.900000000000000E+00  0.320710141626743E+00  0.794459733414053E-03  0.311806124526811E+01  0.772402797466704E-02
     0.950000000000000E+00  0.320560270759168E+00  0.839406511992164E-03  0.311951677860418E+01  0.816864389347997E-02
     0.100000000000000E+01  0.320402142701070E+00  0.884486908073187E-03  0.312105396979641E+01  0.861583306654193E-02
     0.105000000000000E+01  0.320235732372044E+00  0.929708557015438E-03  0.312267330097875E+01  0.906574687084177E-02
     0.110000000000000E+01  0.320061013290618E+00  0.975079191267164E-03  0.312437528204171E+01  0.951853926820536E-02
     0.115000000000000E+01  0.319877957556199E+00  0.102060664635112E-02  0.312616045111233E+01  0.997436696901727E-02
     0.120000000000000E+01  0.319686535829905E+00  0.106629886703033E-02  0.312802937506430E+01  0.104333896015042E-01
     0.125000000000000E+01  0.319486717314277E+00  0.111216391366764E-02  0.312998265005878E+01  0.108957698869744E-01
     0.130000000000000E+01  0.319278469731837E+00  0.115820996879246E-02  0.313202090211723E+01  0.113616738214303E-01
     0.135000000000000E+01  0.319061759302426E+00  0.120444534388860E-02  0.313414478772760E+01  0.118312708639995E-01
     0.140000000000000E+01  0.318836550719320E+00  0.125087848641804E-02  0.313635499448464E+01  0.123047341326444E-01
     0.145000000000000E+01  0.318602807124052E+00  0.129751798709636E-02  0.313865224176616E+01  0.127822406076486E-01
     0.150000000000000E+01  0.318360490079908E+00  0.134437258743604E-02  0.314103728144636E+01  0.132639713434013E-01
     0.155000000000000E+01  0.318109559544038E+00  0.139145118757542E-02  0.314351089864788E+01  0.137501116890339E-01
     0.160000000000000E+01  0.317849973838147E+00  0.143876285441171E-02  0.314607391253403E+01  0.142408515184985E-01
     0.165000000000000E+01  0.317581689617684E+00  0.148631683005752E-02  0.314872717714321E+01  0.147363854707160E-01
     0.170000000000000E+01  0.317304661839502E+00  0.153412254064217E-02  0.315147158226693E+01  0.152369132004573E-01
     0.175000000000000E+01  0.317018843727890E+00  0.158218960547946E-02  0.315430805437394E+01  0.157426396406717E-01
     0.180000000000000E+01  0.316724186738950E+00  0.163052784662589E-02  0.315723755758190E+01  0.162537752770156E-01
     0.185000000000000E+01  0.316420640523214E+00  0.167914729885432E-02  0.316026109467939E+01  0.167705364353941E-01
     0.190000000000000E+01  0.316108152886440E+00  0.172805822006968E-02  0.316337970820024E+01  0.172931455833753E-01
     0.195000000000000E+01  0.315786669748511E+00  0.177727110219573E-02  0.316659448155297E+01  0.178218316464041E-01
     0.200000000000000E+01  0.315456135100348E+00  0.182679668256291E-02  0.316990654020769E+01  0.183568303397993E-01
