#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.000000000000000E+00  0.402172650458884E+00  -.181079693405238E-11  0.248649429258551E+01  -.111955306667799E-10
     0.500000000000000E-01  0.402166447844788E+00  0.676699281040003E-04  0.248653257139278E+01  0.418392636273189E-03
     0.100000000000000E+00  0.402147838566788E+00  0.135355625815474E-03  0.248664742368535E+01  0.836960157276760E-03
     0.150000000000000E+00  0.402116818316476E+00  0.203072873196882E-03  0.248683889709456E+01  0.125587763805816E-02
     0.200000000000000E+00  0.402073379908957E+00  0.270837480304384E-03  0.248710707106953E+01  0.167532059080413E-02
     0.250000000000000E+00  0.402017513276492E+00  0.338665299544119E-03  0.248745205697270E+01  0.209546516794883E-02
     0.300000000000000E+00  0.401949205459629E+00  0.406572239930366E-03  0.248787399821374E+01  0.251648837808156E-02
     0.350000000000000E+00  0.401868440595707E+00  0.474574281465724E-03  0.248837307042254E+01  0.293856830400493E-02
     0.400000000000000E+00  0.401775199904808E+00  0.542687489674694E-03  0.248894948166130E+01  0.336188432349714E-02
     0.450000000000000E+00  0.401669461673051E+00  0.610928030322726E-03  0.248960347267650E+01  0.378661733334586E-02
     0.500000000000000E+00  0.401551201233245E+00  0.679312184353462E-03  0.249033531719132E+01  0.421294997723380E-02
     0.550000000000000E+00  0.401420390942813E+00  0.747856363077854E-03  0.249114532223916E+01  0.464106687807395E-02
     0.600000000000000E+00  0.401277000158988E+00  0.816577123649808E-03  0.249203382853922E+01  0.507115487541106E-02
     0.650000000000000E+00  0.401120995211184E+00  0.885491184864205E-03  0.249300121091502E+01  0.550340326852950E-02
     0.700000000000000E+00  0.400952339370516E+00  0.954615443314477E-03  0.249404787875681E+01  0.593800406593172E-02
     0.750000000000000E+00  0.400770992816372E+00  0.102396698994838E-02  0.249517427652937E+01  0.637515224188160E-02
     0.800000000000000E+00  0.400576912599995E+00  0.109356312706232E-02  0.249638088432607E+01  0.681504600073712E-02
     0.850000000000000E+00  0.400370052604967E+00  0.116342138577635E-02  0.249766821847101E+01  0.725788704983436E-02
     0.900000000000000E+00  0.400150363504517E+00  0.123355954403417E-02  0.249903683217052E+01  0.770388088172279E-02
     0.950000000000000E+00  0.399917792715567E+00  0.130399564517452E-02  0.250048731621599E+01  0.815323706659590E-02
     0.100000000000000E+01  0.399672284349391E+00  0.137474801712299E-02  0.250202029973959E+01  0.860616955580924E-02
     0.105000000000000E+01  0.399413779158788E+00  0.144583529225599E-02  0.250363645102520E+01  0.906289699743104E-02
     0.110000000000000E+01  0.399142214481648E+00  0.151727642799157E-02  0.250533647837655E+01  0.952364306482777E-02
     0.115000000000000E+01  0.398857524180762E+00  0.158909072816513E-02  0.250712113104498E+01  0.998863679935218E-02
     0.120000000000000E+01  0.398559638579751E+00  0.166129786525158E-02  0.250899120021948E+01  0.104581129682693E-01
     0.125000000000000E+01  0.398248484394951E+00  0.173391790349955E-02  0.251094752008154E+01  0.109323124391340E-01
     0.130000000000000E+01  0.397923984663097E+00  0.180697132304753E-02  0.251299096892808E+01  0.114114825719164E-01
     0.135000000000000E+01  0.397586058664609E+00  0.188047904509647E-02  0.251512247036545E+01  0.118958776302648E-01
     0.140000000000000E+01  0.397234621842309E+00  0.195446245821847E-02  0.251734299457806E+01  0.123857592133931E-01
     0.145000000000000E+01  0.396869585715356E+00  0.202894344588718E-02  0.251965355967533E+01  0.128813967101933E-01
     0.150000000000000E+01  0.396490857788176E+00  0.210394441532103E-02  0.252205523312097E+01  0.133830677772926E-01
     0.155000000000000E+01  0.396098341454146E+00  0.217948832773780E-02  0.252454913324890E+01  0.138910588429049E-01
     0.160000000000000E+01  0.395691935893787E+00  0.225559873012604E-02  0.252713643087054E+01  0.144056656384752E-01
     0.165000000000000E+01  0.395271535967192E+00  0.233229978864688E-02  0.252981835097822E+01  0.149271937602692E-01
     0.170000000000000E+01  0.394837032100389E+00  0.240961632378879E-02  0.253259617455035E+01  0.154559592632384E-01
     0.175000000000000E+01  0.394388310165312E+00  0.248757384740752E-02  0.253547124046415E+01  0.159922892896820E-01
     0.180000000000000E+01  0.393925251353081E+00  0.256619860179369E-02  0.253844494752179E+01  0.165365227354312E-01
     0.185000000000000E+01  0.393447732040181E+00  0.264551760092264E-02  0.254151875659716E+01  0.170890109565205E-01
     0.190000000000000E+01  0.392955623647177E+00  0.272555867405369E-02  0.254469419291019E+01  0.176501185195603E-01
     0.195000000000000E+01  0.392448792489532E+00  0.280635051185979E-02  0.254797284843659E+01  0.182202239993021E-01
     0.200000000000000E+01  0.391927099620084E+00  0.288792271528455E-02  0.255135638446151E+01  0.187997208272022E-01
     0.205000000000000E+01  0.391390400662687E+00  0.297030584734003E-02  0.255484653428602E+01  0.193890181951252E-01
     0.210000000000000E+01  0.390838545636495E+00  0.305353148807798E-02  0.255844510609645E+01  0.199885420187047E-01
     0.215000000000000E+01  0.390271378770319E+00  0.313763229298735E-02  0.256215398600705E+01  0.205987359652963E-01
     0.220000000000000E+01  0.389688738306458E+00  0.322264205509453E-02  0.256597514128737E+01  0.212200625519148E-01
     0.225000000000000E+01  0.389090456293322E+00  0.330859577106711E-02  0.256991062378696E+01  0.218530043190573E-01
     0.230000000000000E+01  0.388476358366181E+00  0.339552971165072E-02  0.257396257357058E+01  0.224980650868785E-01
     0.235000000000000E+01  0.387846263515207E+00  0.348348149679927E-02  0.257813322277868E+01  0.231557713008130E-01
     0.240000000000000E+01  0.387199983840043E+00  0.357249017589300E-02  0.258242489972873E+01  0.238266734744327E-01
     0.245000000000000E+01  0.386537324289963E+00  0.366259631347765E-02  0.258684003327463E+01  0.245113477381053E-01
     0.250000000000000E+01  0.385858082388651E+00  0.375384208099992E-02  0.259138115744283E+01  0.252103975028859E-01
     0.255000000000000E+01  0.385162047942559E+00  0.384627135506242E-02  0.259605091636519E+01  0.259244552500357E-01
     0.260000000000000E+01  0.384449002731681E+00  0.393992982277346E-02  0.260085206953082E+01  0.266541844576415E-01
     0.265000000000000E+01  0.383718720181519E+00  0.403486509482689E-02  0.260578749738056E+01  0.274002816770145E-01
     0.270000000000000E+01  0.382970965014863E+00  0.413112682701248E-02  0.261086020727053E+01  0.281634787729040E-01
     0.275000000000000E+01  0.382205492881929E+00  0.422876685093203E-02  0.261607333983298E+01  0.289445453430735E-01
     0.280000000000000E+01  0.381422049967250E+00  0.432783931477879E-02  0.262143017576573E+01  0.297442913344955E-01
     0.285000000000000E+01  0.380620372571565E+00  0.442840083513166E-02  0.262693414308411E+01  0.305635698753414E-01
     0.290000000000000E+01  0.379800186666799E+00  0.453051066082031E-02  0.263258882487279E+01  0.314032803441095E-01
     0.295000000000000E+01  0.378961207422037E+00  0.463423085003602E-02  0.263839796757828E+01  0.322643716996786E-01
     0.300000000000000E+01  0.378103138698236E+00  0.473962646199650E-02  0.264436548988674E+01  0.331478460988401E-01
     0.305000000000000E+01  0.377225672509129E+00  0.484676576462473E-02  0.265049549223666E+01  0.340547628310052E-01
     0.310000000000000E+01  0.376328488445603E+00  0.495572045987332E-02  0.265679226702030E+01  0.349862426033391E-01
     0.315000000000000E+01  0.375411253060550E+00  0.506656592851988E-02  0.266326030953332E+01  0.359434722136165E-01
     0.320000000000000E+01  0.374473619210830E+00  0.517938149648230E-02  0.266990432973870E+01  0.369277096527355E-01
     0.325000000000000E+01  0.373515225352737E+00  0.529425072495346E-02  0.267672926491726E+01  0.379402896840669E-01
