#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.000000000000000E+00  0.587920761864733E+00  -.141937675027371E-11  0.170090948451669E+01  -.410638904634989E-11
     0.500000000000000E-01  0.587918937383945E+00  0.198782138597600E-04  0.170091476098132E+01  0.575098797233140E-04
     0.100000000000000E+00  0.587913463761842E+00  0.397583920450555E-04  0.170093059109083E+01  0.115027583905464E-03
     0.150000000000000E+00  0.587904340459154E+00  0.596424967000047E-04  0.170095697699227E+01  0.172560931950051E-03
     0.200000000000000E+00  0.587891566576899E+00  0.795324927038206E-04  0.170099392226501E+01  0.230117753686282E-03
     0.250000000000000E+00  0.587875140856085E+00  0.994303469105206E-04  0.170104143192221E+01  0.287705888428779E-03
     0.300000000000000E+00  0.587855061677284E+00  0.119338028809492E-03  0.170109951241279E+01  0.345333188151700E-03
     0.350000000000000E+00  0.587831327060093E+00  0.139257511188024E-03  0.170116817162408E+01  0.403007520673413E-03
     0.400000000000000E+00  0.587803934662478E+00  0.159190770796310E-03  0.170124741888495E+01  0.460736772854431E-03
     0.450000000000000E+00  0.587772881779980E+00  0.179139789015423E-03  0.170133726496960E+01  0.518528853811286E-03
     0.500000000000000E+00  0.587738165344817E+00  0.199106552528759E-03  0.170143772210190E+01  0.576391698149031E-03
     0.550000000000000E+00  0.587699781924852E+00  0.219093053997474E-03  0.170154880396034E+01  0.634333269215148E-03
     0.600000000000000E+00  0.587657727722441E+00  0.239101292740406E-03  0.170167052568357E+01  0.692361562377612E-03
     0.650000000000000E+00  0.587611998573160E+00  0.259133275419034E-03  0.170180290387648E+01  0.750484608329912E-03
     0.700000000000000E+00  0.587562589944399E+00  0.279191016727976E-03  0.170194595661703E+01  0.808710476425909E-03
     0.750000000000000E+00  0.587509496933833E+00  0.299276540091573E-03  0.170209970346354E+01  0.867047278047371E-03
     0.800000000000000E+00  0.587452714267770E+00  0.319391878367099E-03  0.170226416546267E+01  0.925503170007147E-03
     0.850000000000000E+00  0.587392236299363E+00  0.339539074555161E-03  0.170243936515800E+01  0.984086357990994E-03
     0.900000000000000E+00  0.587328057006697E+00  0.359720182517828E-03  0.170262532659930E+01  0.104280510004104E-02
     0.950000000000000E+00  0.587260169990740E+00  0.379937267705092E-03  0.170282207535231E+01  0.110166771008405E-02
     0.100000000000000E+01  0.587188568473165E+00  0.400192407890219E-03  0.170302963850930E+01  0.116068256150766E-02
     0.105000000000000E+01  0.587113245294035E+00  0.420487693914613E-03  0.170324804470025E+01  0.121985809078775E-02
     0.110000000000000E+01  0.587034192909351E+00  0.440825230442777E-03  0.170347732410461E+01  0.127920280117042E-02
     0.115000000000000E+01  0.586951403388459E+00  0.461207136728022E-03  0.170371750846386E+01  0.133872526641184E-02
     0.120000000000000E+01  0.586864868411328E+00  0.481635547389533E-03  0.170396863109468E+01  0.139843413457945E-02
     0.125000000000000E+01  0.586774579265665E+00  0.502112613201499E-03  0.170423072690283E+01  0.145833813191836E-02
     0.130000000000000E+01  0.586680526843909E+00  0.522640501894903E-03  0.170450383239777E+01  0.151844606678614E-02
     0.135000000000000E+01  0.586582701640056E+00  0.543221398972757E-03  0.170478798570794E+01  0.157876683366037E-02
     0.140000000000000E+01  0.586481093746347E+00  0.563857508539399E-03  0.170508322659686E+01  0.163930941722231E-02
     0.145000000000000E+01  0.586375692849804E+00  0.584551054144670E-03  0.170538959647990E+01  0.170008289652113E-02
     0.150000000000000E+01  0.586266488228601E+00  0.605304279643640E-03  0.170570713844189E+01  0.176109644922258E-02
     0.155000000000000E+01  0.586153468748289E+00  0.626119450072744E-03  0.170603589725542E+01  0.182235935594647E-02
     0.160000000000000E+01  0.586036622857848E+00  0.646998852543058E-03  0.170637591940003E+01  0.188388100469742E-02
     0.165000000000000E+01  0.585915938585590E+00  0.667944797151565E-03  0.170672725308218E+01  0.194567089539329E-02
     0.170000000000000E+01  0.585791403534873E+00  0.688959617911295E-03  0.170708994825599E+01  0.200773864449625E-02
     0.175000000000000E+01  0.585663004879670E+00  0.710045673701154E-03  0.170746405664496E+01  0.207009398975110E-02
     0.180000000000000E+01  0.585530729359937E+00  0.731205349236426E-03  0.170784963176444E+01  0.213274679503621E-02
     0.185000000000000E+01  0.585394563276823E+00  0.752441056060832E-03  0.170824672894508E+01  0.219570705533197E-02
     0.190000000000000E+01  0.585254492487688E+00  0.773755233561139E-03  0.170865540535709E+01  0.225898490181243E-02
     0.195000000000000E+01  0.585110502400933E+00  0.795150350005378E-03  0.170907572003560E+01  0.232259060706587E-02
     0.200000000000000E+01  0.584962577970644E+00  0.816628903605620E-03  0.170950773390680E+01  0.238653459044981E-02
     0.205000000000000E+01  0.584810703691040E+00  0.838193423606503E-03  0.170995150981518E+01  0.245082742358680E-02
     0.210000000000000E+01  0.584654863590712E+00  0.859846471400559E-03  0.171040711255177E+01  0.251547983600734E-02
     0.215000000000000E+01  0.584495041226671E+00  0.881590641671563E-03  0.171087460888337E+01  0.258050272094636E-02
     0.220000000000000E+01  0.584331219678173E+00  0.903428563567083E-03  0.171135406758289E+01  0.264590714130013E-02
     0.225000000000000E+01  0.584163381540336E+00  0.925362901901529E-03  0.171184555946076E+01  0.271170433575094E-02
     0.230000000000000E+01  0.583991508917528E+00  0.947396358390989E-03  0.171234915739751E+01  0.277790572506660E-02
     0.235000000000000E+01  0.583815583416538E+00  0.969531672921254E-03  0.171286493637746E+01  0.284452291858290E-02
     0.240000000000000E+01  0.583635586139506E+00  0.991771624850391E-03  0.171339297352359E+01  0.291156772087669E-02
     0.245000000000000E+01  0.583451497676611E+00  0.101411903434745E-02  0.171393334813375E+01  0.297905213863841E-02
     0.250000000000000E+01  0.583263298098516E+00  0.103657676376877E-02  0.171448614171799E+01  0.304698838775256E-02
     0.255000000000000E+01  0.583070966948570E+00  0.105914771907343E-02  0.171505143803731E+01  0.311538890059510E-02
     0.260000000000000E+01  0.582874483234726E+00  0.108183485127980E-02  0.171562932314366E+01  0.318426633355804E-02
     0.265000000000000E+01  0.582673825421210E+00  0.110464115796457E-02  0.171621988542140E+01  0.325363357481050E-02
     0.270000000000000E+01  0.582468971419908E+00  0.112756968480638E-02  0.171682321563016E+01  0.332350375230686E-02
     0.275000000000000E+01  0.582259898581466E+00  0.115062352717581E-02  0.171743940694917E+01  0.339389024205330E-02
     0.280000000000000E+01  0.582046583686101E+00  0.117380583177375E-02  0.171806855502311E+01  0.346480667664363E-02
     0.285000000000000E+01  0.581829002934111E+00  0.119711979832034E-02  0.171871075800953E+01  0.353626695407683E-02
     0.290000000000000E+01  0.581607131936065E+00  0.122056868129645E-02  0.171936611662795E+01  0.360828524686847E-02
     0.295000000000000E+01  0.581380945702686E+00  0.124415579174021E-02  0.172003473421054E+01  0.368087601146934E-02
     0.300000000000000E+01  0.581150418634391E+00  0.126788449910073E-02  0.172071671675459E+01  0.375405399800489E-02
     0.305000000000000E+01  0.580915524510500E+00  0.129175823315181E-02  0.172141217297680E+01  0.382783426035009E-02
     0.310000000000000E+01  0.580676236478080E+00  0.131578048596793E-02  0.172212121436937E+01  0.390223216655457E-02
     0.315000000000000E+01  0.580432527040438E+00  0.133995481396550E-02  0.172284395525801E+01  0.397726340963398E-02
     0.320000000000000E+01  0.580184368045229E+00  0.136428484001208E-02  0.172358051286201E+01  0.405294401874437E-02
     0.325000000000000E+01  0.579931730672183E+00  0.138877425560673E-02  0.172433100735628E+01  0.412929037075656E-02
     0.330000000000000E+01  0.579674585420419E+00  0.141342682313444E-02  0.172509556193558E+01  0.420631920224950E-02
     0.335000000000000E+01  0.579412902095360E+00  0.143824637819814E-02  0.172587430288089E+01  0.428404762194120E-02
     0.340000000000000E+01  0.579146649795203E+00  0.146323683203170E-02  0.172666735962817E+01  0.436249312357809E-02
     0.345000000000000E+01  0.578875796896955E+00  0.148840217399746E-02  0.172747486483939E+01  0.444167359930338E-02
     0.350000000000000E+01  0.578600311042003E+00  0.151374647417229E-02  0.172829695447609E+01  0.452160735352761E-02
     0.355000000000000E+01  0.578320159121217E+00  0.153927388602606E-02  0.172913376787546E+01  0.460231311732411E-02
     0.360000000000000E+01  0.578035307259543E+00  0.156498864919684E-02  0.172998544782907E+01  0.468381006337485E-02
     0.365000000000000E+01  0.577745720800105E+00  0.159089509236721E-02  0.173085214066438E+01  0.476611782149222E-02
     0.370000000000000E+01  0.577451364287767E+00  0.161699763624641E-02  0.173173399632904E+01  0.484925649474462E-02
     0.375000000000000E+01  0.577152201452140E+00  0.164330079666320E-02  0.173263116847823E+01  0.493324667621470E-02
     0.379999999999999E+01  0.576848195190037E+00  0.166980918777466E-02  0.173354381456506E+01  0.501810946642043E-02
     0.384999999999999E+01  0.576539307547323E+00  0.169652752539640E-02  0.173447209593412E+01  0.510386649143205E-02
     0.390000000000000E+01  0.576225499700156E+00  0.172346063045976E-02  0.173541617791845E+01  0.519053992171772E-02
     0.394999999999999E+01  0.575906731935596E+00  0.175061343260239E-02  0.173637622993992E+01  0.527815249175495E-02
     0.399999999999999E+01  0.575582963631550E+00  0.177799097389824E-02  0.173735242561320E+01  0.536672752044458E-02
     0.404999999999999E+01  0.575254153236030E+00  0.180559841273398E-02  0.173834494285357E+01  0.545628893236813E-02
     0.409999999999999E+01  0.574920258245700E+00  0.183344102783880E-02  0.173935396398850E+01  0.554686127993026E-02
     0.414999999999999E+01  0.574581235183686E+00  0.186152422247521E-02  0.174037967587345E+01  0.563846976643135E-02
     0.419999999999999E+01  0.574237039576602E+00  0.188985352879867E-02  0.174142227001179E+01  0.573114027011726E-02
     0.424999999999999E+01  0.573887625930792E+00  0.191843461239459E-02  0.174248194267919E+01  0.582489936925641E-02
     0.429999999999999E+01  0.573532947707727E+00  0.194727327700141E-02  0.174355889505264E+01  0.591977436829715E-02
     0.434999999999999E+01  0.573172957298536E+00  0.197637546942925E-02  0.174465333334420E+01  0.601579332516123E-02
     0.439999999999999E+01  0.572807605997631E+00  0.200574728468401E-02  0.174576546893986E+01  0.611298507973325E-02
     0.444999999999999E+01  0.572436843975402E+00  0.203539497130748E-02  0.174689551854355E+01  0.621137928360863E-02
     0.449999999999999E+01  0.572060620249910E+00  0.206532493694453E-02  0.174804370432663E+01  0.631100643116718E-02
     0.454999999999999E+01  0.571678882657584E+00  0.209554375414922E-02  0.174921025408311E+01  0.641189789204296E-02
     0.459999999999999E+01  0.571291577822824E+00  0.212605816644238E-02  0.175039540139082E+01  0.651408594506585E-02
     0.464999999999999E+01  0.570898651126517E+00  0.215687509463380E-02  0.175159938577879E+01  0.661760381375451E-02
     0.469999999999999E+01  0.570500046673371E+00  0.218800164342330E-02  0.175282245290114E+01  0.672248570344591E-02
     0.474999999999999E+01  0.570095707258054E+00  0.221944510829549E-02  0.175406485471780E+01  0.682876684015140E-02
     0.479999999999999E+01  0.569685574330065E+00  0.225121298272413E-02  0.175532684968234E+01  0.693648351123533E-02
     0.484999999999999E+01  0.569269587957265E+00  0.228331296570310E-02  0.175660870293726E+01  0.704567310801898E-02
     0.489999999999999E+01  0.568847686788058E+00  0.231575296962174E-02  0.175791068651711E+01  0.715637417041744E-02
     0.494999999999999E+01  0.568419808012104E+00  0.234854112850385E-02  0.175923307955971E+01  0.726862643372641E-02
     0.499999999999999E+01  0.567985887319525E+00  0.238168580663065E-02  0.176057616852608E+01  0.738247087768193E-02
