#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.100000000000000E+01  0.591453415971009E+00  0.426199594556434E-03  0.169074935360448E+01  0.121834901878071E-02
     0.105000000000000E+01  0.591373214953730E+00  0.447911554101433E-03  0.169097855811710E+01  0.128076283261779E-02
     0.110000000000000E+01  0.591289024500587E+00  0.469683171252201E-03  0.169121923051525E+01  0.134339921520110E-02
     0.115000000000000E+01  0.591200833421884E+00  0.491517487579155E-03  0.169147141252468E+01  0.140626963291646E-02
     0.120000000000000E+01  0.591108629969163E+00  0.513417573572011E-03  0.169173514797735E+01  0.146938567763142E-02
     0.125000000000000E+01  0.591012401829800E+00  0.535386530166523E-03  0.169201048283487E+01  0.153275907342334E-02
     0.130000000000000E+01  0.590912136121328E+00  0.557427490301230E-03  0.169229746521316E+01  0.159640168345301E-02
     0.135000000000000E+01  0.590807819385471E+00  0.579543620505912E-03  0.169259614540831E+01  0.166032551699232E-02
     0.140000000000000E+01  0.590699437581880E+00  0.601738122523490E-03  0.169290657592386E+01  0.172454273661449E-02
     0.145000000000000E+01  0.590586976081587E+00  0.624014234967174E-03  0.169322881149924E+01  0.178906566555595E-02
     0.150000000000000E+01  0.590470419660132E+00  0.646375235014739E-03  0.169356290913971E+01  0.185390679525913E-02
     0.155000000000000E+01  0.590349752490402E+00  0.668824440141849E-03  0.169390892814757E+01  0.191907879310579E-02
     0.160000000000000E+01  0.590224958135136E+00  0.691365209896429E-03  0.169426693015486E+01  0.198459451035093E-02
     0.165000000000000E+01  0.590096019539105E+00  0.714000947716165E-03  0.169463697915752E+01  0.205046699026775E-02
     0.170000000000000E+01  0.589962919020971E+00  0.736735102791280E-03  0.169501914155096E+01  0.211670947651431E-02
     0.175000000000000E+01  0.589825638264784E+00  0.759571171974818E-03  0.169541348616731E+01  0.218333542173340E-02
     0.180000000000000E+01  0.589684158311143E+00  0.782512701742747E-03  0.169582008431410E+01  0.225035849639708E-02
     0.185000000000000E+01  0.589538459547988E+00  0.805563290206310E-03  0.169623900981471E+01  0.231779259790837E-02
     0.190000000000000E+01  0.589388521701031E+00  0.828726589179114E-03  0.169667033905035E+01  0.238565185997260E-02
     0.195000000000000E+01  0.589234323823793E+00  0.852006306301559E-03  0.169711415100388E+01  0.245395066225185E-02
     0.200000000000000E+01  0.589075844287267E+00  0.875406207225368E-03  0.169757052730534E+01  0.252270364031638E-02
     0.205000000000000E+01  0.588913060769163E+00  0.898930117860972E-03  0.169803955227935E+01  0.259192569590739E-02
     0.210000000000000E+01  0.588745950242748E+00  0.922581926690789E-03  0.169852131299434E+01  0.266163200752648E-02
     0.215000000000000E+01  0.588574488965265E+00  0.946365587151396E-03  0.169901589931381E+01  0.273183804136738E-02
     0.220000000000000E+01  0.588398652465899E+00  0.970285120087861E-03  0.169952340394952E+01  0.280255956260686E-02
     0.225000000000000E+01  0.588218415533309E+00  0.994344616283570E-03  0.170004392251680E+01  0.287381264707185E-02
     0.230000000000000E+01  0.588033752202680E+00  0.101854823906904E-02  0.170057755359200E+01  0.294561369330115E-02
     0.235000000000000E+01  0.587844635742304E+00  0.104290022701343E-02  0.170112439877215E+01  0.301797943502079E-02
     0.240000000000000E+01  0.587651038639656E+00  0.106740489670248E-02  0.170168456273694E+01  0.309092695405280E-02
     0.245000000000000E+01  0.587452932586977E+00  0.109206664560705E-02  0.170225815331302E+01  0.316447369367854E-02
     0.250000000000000E+01  0.587250288466307E+00  0.111688995504624E-02  0.170284528154082E+01  0.323863747247856E-02
     0.255000000000000E+01  0.587043076333986E+00  0.114187939324971E-02  0.170344606174388E+01  0.331343649867196E-02
     0.260000000000000E+01  0.586831265404593E+00  0.116703961852362E-02  0.170406061160080E+01  0.338888938497952E-02
     0.265000000000000E+01  0.586614824034289E+00  0.119237538252514E-02  0.170468905222001E+01  0.346501516403621E-02
     0.270000000000000E+01  0.586393719703574E+00  0.121789153365047E-02  0.170533150821723E+01  0.354183330437959E-02
     0.275000000000000E+01  0.586167918999409E+00  0.124359302054182E-02  0.170598810779602E+01  0.361936372704253E-02
     0.280000000000000E+01  0.585937387596699E+00  0.126948489571878E-02  0.170665898283128E+01  0.369762682277982E-02
     0.285000000000000E+01  0.585702090239101E+00  0.129557231934004E-02  0.170734426895597E+01  0.377664346995963E-02
     0.290000000000000E+01  0.585461990719149E+00  0.132186056310149E-02  0.170804410565108E+01  0.385643505315309E-02
     0.295000000000000E+01  0.585217051857655E+00  0.134835501427728E-02  0.170875863633905E+01  0.393702348245619E-02
     0.300000000000000E+01  0.584967235482367E+00  0.137506117991052E-02  0.170948800848074E+01  0.401843121358079E-02
     0.305000000000000E+01  0.584712502405859E+00  0.140198469116079E-02  0.171023237367605E+01  0.410068126875302E-02
     0.310000000000000E+01  0.584452812402619E+00  0.142913130781598E-02  0.171099188776848E+01  0.418379725845961E-02
     0.315000000000000E+01  0.584188124185309E+00  0.145650692297633E-02  0.171176671095352E+01  0.426780340408525E-02
     0.320000000000000E+01  0.583918395380162E+00  0.148411756791906E-02  0.171255700789142E+01  0.435272456148573E-02
     0.325000000000000E+01  0.583643582501480E+00  0.151196941715220E-02  0.171336294782408E+01  0.443858624554512E-02
     0.330000000000000E+01  0.583363640925213E+00  0.154006879366701E-02  0.171418470469658E+01  0.452541465576691E-02
     0.335000000000000E+01  0.583078524861566E+00  0.156842217439866E-02  0.171502245728339E+01  0.461323670295282E-02
     0.340000000000000E+01  0.582788187326597E+00  0.159703619590544E-02  0.171587638931944E+01  0.470208003702555E-02
     0.345000000000000E+01  0.582492580112781E+00  0.162591766027726E-02  0.171674668963634E+01  0.479197307605498E-02
     0.350000000000000E+01  0.582191653758481E+00  0.165507354128500E-02  0.171763355230391E+01  0.488294503655129E-02
     0.355000000000000E+01  0.581885357516290E+00  0.168451099078266E-02  0.171853717677728E+01  0.497502596509123E-02
     0.360000000000000E+01  0.581573639320197E+00  0.171423734537523E-02  0.171945776804980E+01  0.506824677134940E-02
     0.365000000000000E+01  0.581256445751529E+00  0.174426013336542E-02  0.172039553681202E+01  0.516263926260833E-02
     0.370000000000000E+01  0.580933722003617E+00  0.177458708199392E-02  0.172135069961694E+01  0.525823617982776E-02
     0.375000000000000E+01  0.580605411845122E+00  0.180522612498792E-02  0.172232347905199E+01  0.535507123535756E-02
     0.379999999999999E+01  0.580271457581992E+00  0.183618541043404E-02  0.172331410391782E+01  0.545317915238318E-02
     0.384999999999999E+01  0.579931800017958E+00  0.186747330899239E-02  0.172432280941441E+01  0.555259570619937E-02
     0.390000000000000E+01  0.579586378413530E+00  0.189909842246976E-02  0.172534983733468E+01  0.565335776741273E-02
     0.394999999999999E+01  0.579235130443414E+00  0.193106959277083E-02  0.172639543626608E+01  0.575550334718074E-02
     0.399999999999999E+01  0.578877992152286E+00  0.196339591124747E-02  0.172745986180041E+01  0.585907164460105E-02
     0.404999999999999E+01  0.578514897908857E+00  0.199608672846740E-02  0.172854337675243E+01  0.596410309637236E-02
     0.409999999999999E+01  0.578145780358137E+00  0.202915166442486E-02  0.172964625138741E+01  0.607063942885626E-02
     0.414999999999999E+01  0.577770570371829E+00  0.206260061921719E-02  0.173076876365838E+01  0.617872371267736E-02
     0.419999999999999E+01  0.577389196996762E+00  0.209644378421284E-02  0.173191119945328E+01  0.628840042000784E-02
     0.424999999999999E+01  0.577001587401284E+00  0.213069165373783E-02  0.173307385285264E+01  0.639971548469290E-02
     0.429999999999999E+01  0.576607666819500E+00  0.216535503730945E-02  0.173425702639824E+01  0.651271636538313E-02
     0.434999999999999E+01  0.576207358493272E+00  0.220044507244771E-02  0.173546103137337E+01  0.662745211185138E-02
     0.439999999999999E+01  0.575800583611882E+00  0.223597323809708E-02  0.173668618809515E+01  0.674397343468315E-02
     0.444999999999999E+01  0.575387261249213E+00  0.227195136869336E-02  0.173793282621969E+01  0.686233277854366E-02
     0.449999999999999E+01  0.574967308298374E+00  0.230839166891221E-02  0.173920128506056E+01  0.698258439923646E-02
     0.454999999999999E+01  0.574540639403611E+00  0.234530672913897E-02  0.174049191392143E+01  0.710478444478551E-02
     0.459999999999999E+01  0.574107166889390E+00  0.238270954170149E-02  0.174180507244344E+01  0.722899104078705E-02
     0.464999999999999E+01  0.573666800686510E+00  0.242061351791085E-02  0.174314113096824E+01  0.735526438029646E-02
     0.469999999999999E+01  0.573219448255092E+00  0.245903250595744E-02  0.174450047091742E+01  0.748366681853222E-02
     0.474999999999999E+01  0.572765014504297E+00  0.249798080971365E-02  0.174588348518922E+01  0.761426297270105E-02
     0.479999999999999E+01  0.572303401708606E+00  0.253747320849741E-02  0.174729057857347E+01  0.774711982726880E-02
     0.484999999999999E+01  0.571834509420485E+00  0.257752497785493E-02  0.174872216818575E+01  0.788230684502639E-02
     0.489999999999999E+01  0.571358234379248E+00  0.261815191142472E-02  0.175017868392177E+01  0.801989608432429E-02
     0.494999999999999E+01  0.570874470415927E+00  0.265937034394982E-02  0.175166056893318E+01  0.815996232287847E-02
     0.499999999999999E+01  0.570383108353944E+00  0.270119717550938E-02  0.175316828012589E+01  0.830258318857863E-02
