#                \hbar \omega(eV)     Re(chi) (e^2*a_0^2/eV) Im(chi) (e^2*a_0^2/eV)
     chi_1_1=  0.000000000000000E+00  -.252311363967236E+00  0.121859554198678E-10
     chi_1_1=  0.500000000000000E-01  -.252312856664255E+00  -.162728366705693E-04
     chi_1_1=  0.100000000000000E+00  -.252317334989080E+00  -.325482447770084E-04
     chi_1_1=  0.150000000000000E+00  -.252324799643145E+00  -.488287728671069E-04
     chi_1_1=  0.200000000000000E+00  -.252335251795952E+00  -.651169846452964E-04
     chi_1_1=  0.250000000000000E+00  -.252348693085747E+00  -.814154482768475E-04
     chi_1_1=  0.300000000000000E+00  -.252365125620463E+00  -.977267378838068E-04
     chi_1_1=  0.350000000000000E+00  -.252384551978944E+00  -.114053435048666E-03
     chi_1_1=  0.400000000000000E+00  -.252406975212422E+00  -.130398130327731E-03
     chi_1_1=  0.450000000000000E+00  -.252432398846296E+00  -.146763424776177E-03
     chi_1_1=  0.500000000000000E+00  -.252460826882167E+00  -.163151931486813E-03
     chi_1_1=  0.550000000000000E+00  -.252492263800167E+00  -.179566277144594E-03
     chi_1_1=  0.600000000000000E+00  -.252526714561561E+00  -.196009103598972E-03
     chi_1_1=  0.650000000000000E+00  -.252564184611645E+00  -.212483069456213E-03
     chi_1_1=  0.700000000000000E+00  -.252604679882932E+00  -.228990851693850E-03
     chi_1_1=  0.750000000000000E+00  -.252648206798624E+00  -.245535147299501E-03
     chi_1_1=  0.800000000000000E+00  -.252694772276399E+00  -.262118674936333E-03
     chi_1_1=  0.850000000000000E+00  -.252744383732491E+00  -.278744176637523E-03
     chi_1_1=  0.900000000000000E+00  -.252797049086079E+00  -.295414419532131E-03
     chi_1_1=  0.950000000000000E+00  -.252852776764001E+00  -.312132197604879E-03
     chi_1_1=  0.100000000000000E+01  -.252911575705782E+00  -.328900333492412E-03
     chi_1_1=  0.105000000000000E+01  -.252973455368991E+00  -.345721680318696E-03
     chi_1_1=  0.110000000000000E+01  -.253038425734938E+00  -.362599123572341E-03
     chi_1_1=  0.115000000000000E+01  -.253106497314713E+00  -.379535583028682E-03
     chi_1_1=  0.120000000000000E+01  -.253177681155573E+00  -.396534014719615E-03
     chi_1_1=  0.125000000000000E+01  -.253251988847696E+00  -.413597412954287E-03
     chi_1_1=  0.130000000000000E+01  -.253329432531305E+00  -.430728812393857E-03
     chi_1_1=  0.135000000000000E+01  -.253410024904161E+00  -.447931290183705E-03
     chi_1_1=  0.140000000000000E+01  -.253493779229466E+00  -.465207968146601E-03
