#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.000000000000000E+00  0.394282789322505E+00  0.129093544992403E-10  0.253625069894199E+01  0.830402955905012E-10
     0.500000000000000E-01  0.394277898635162E+00  0.533149248015690E-04  0.253628211263352E+01  0.342960360138639E-03
     0.100000000000000E+00  0.394263225821737E+00  0.106638060604078E-03  0.253637636317573E+01  0.686024560792737E-03
     0.150000000000000E+00  0.394238768627559E+00  0.159977648742111E-03  0.253653347897970E+01  0.102929669584619E-02
     0.200000000000000E+00  0.394204523293481E+00  0.213341926672783E-03  0.253675350742346E+01  0.137288095084781E-02
     0.250000000000000E+00  0.394160484553828E+00  0.266739145415832E-03  0.253703651489159E+01  0.171688177377032E-02
     0.300000000000000E+00  0.394106645633531E+00  0.320177574102148E-03  0.253738258683045E+01  0.206140396316952E-02
     0.350000000000000E+00  0.394042998244417E+00  0.373665504546097E-03  0.253779182781969E+01  0.240655275693290E-02
     0.400000000000000E+00  0.393969532580693E+00  0.427211255847688E-03  0.253826436165956E+01  0.275243392176756E-02
     0.450000000000000E+00  0.393886237313569E+00  0.480823179030725E-03  0.253880033147467E+01  0.309915384358075E-02
     0.500000000000000E+00  0.393793099585043E+00  0.534509661723182E-03  0.253939989983408E+01  0.344681961890769E-02
     0.550000000000000E+00  0.393690105000848E+00  0.588279132886071E-03  0.254006324888803E+01  0.379553914754450E-02
     0.600000000000000E+00  0.393577237622512E+00  0.642140067597328E-03  0.254079058052145E+01  0.414542122654854E-02
     0.650000000000000E+00  0.393454479958562E+00  0.696100991897267E-03  0.254158211652476E+01  0.449657564577119E-02
     0.700000000000000E+00  0.393321812954849E+00  0.750170487702312E-03  0.254243809878176E+01  0.484911328509257E-02
     0.750000000000000E+00  0.393179215983950E+00  0.804357197794016E-03  0.254335878947557E+01  0.520314621353450E-02
     0.800000000000000E+00  0.393026666833696E+00  0.858669830890361E-03  0.254434447131233E+01  0.555878779043009E-02
     0.850000000000000E+00  0.392864141694736E+00  0.913117166806795E-03  0.254539544776362E+01  0.591615276883890E-02
     0.900000000000000E+00  0.392691615147192E+00  0.967708061714412E-03  0.254651204332750E+01  0.627535740139799E-02
     0.950000000000000E+00  0.392509060146324E+00  0.102245145350323E-02  0.254769460380902E+01  0.663651954881190E-02
     0.100000000000000E+01  0.392316448007234E+00  0.107735636725853E-02  0.254894349662051E+01  0.699975879118814E-02
     0.105000000000000E+01  0.392113748388558E+00  0.113243192085877E-02  0.255025911110214E+01  0.736519654243589E-02
     0.110000000000000E+01  0.391900929275140E+00  0.118768733070360E-02  0.255164185886345E+01  0.773295616795401E-02
     0.115000000000000E+01  0.391677956959651E+00  0.124313191758129E-02  0.255309217414634E+01  0.810316310584534E-02
     0.120000000000000E+01  0.391444796023142E+00  0.129877511268477E-02  0.255461051421021E+01  0.847594499190357E-02
     0.125000000000000E+01  0.391201409314486E+00  0.135462646378631E-02  0.255619735974000E+01  0.885143178863358E-02
     0.130000000000000E+01  0.390947757928702E+00  0.141069564158101E-02  0.255785321527773E+01  0.922975591857556E-02
     0.135000000000000E+01  0.390683801184099E+00  0.146699244621002E-02  0.255957860967855E+01  0.961105240222079E-02
     0.140000000000000E+01  0.390409496598247E+00  0.152352681397454E-02  0.256137409659180E+01  0.999545900081706E-02
     0.145000000000000E+01  0.390124799862701E+00  0.158030882425268E-02  0.256324025496845E+01  0.103831163643837E-01
     0.150000000000000E+01  0.389829664816465E+00  0.163734870663146E-02  0.256517768959542E+01  0.107741681852672E-01
     0.155000000000000E+01  0.389524043418145E+00  0.169465684826696E-02  0.256718703165808E+01  0.111687613575918E-01
     0.160000000000000E+01  0.389207885716761E+00  0.175224380148648E-02  0.256926893933185E+01  0.115670461429762E-01
     0.165000000000000E+01  0.388881139821158E+00  0.181012029164712E-02  0.257142409840422E+01  0.119691763429116E-01
     0.170000000000000E+01  0.388543751867980E+00  0.186829722526595E-02  0.257365322292820E+01  0.123753094782163E-01
     0.175000000000000E+01  0.388195665988157E+00  0.192678569843797E-02  0.257595705590861E+01  0.127856069760101E-01
     0.180000000000000E+01  0.387836824271840E+00  0.198559700555890E-02  0.257833637002266E+01  0.132002343646776E-01
     0.185000000000000E+01  0.387467166731755E+00  0.204474264837050E-02  0.258079196837607E+01  0.136193614773143E-01
     0.190000000000000E+01  0.387086631264878E+00  0.210423434534779E-02  0.258332468529645E+01  0.140431626641888E-01
     0.195000000000000E+01  0.386695153612406E+00  0.216408404144813E-02  0.258593538716557E+01  0.144718170147801E-01
     0.200000000000000E+01  0.386292667317940E+00  0.222430391824340E-02  0.258862497329211E+01  0.149055085899865E-01
     0.205000000000000E+01  0.385879103683803E+00  0.228490640445818E-02  0.259139437682698E+01  0.153444266651473E-01
     0.210000000000000E+01  0.385454391725437E+00  0.234590418693781E-02  0.259424456572298E+01  0.157887659845505E-01
     0.215000000000000E+01  0.385018458123786E+00  0.240731022207190E-02  0.259717654374102E+01  0.162387270281546E-01
     0.220000000000000E+01  0.384571227175597E+00  0.246913774770044E-02  0.260019135150498E+01  0.166945162912920E-01
     0.225000000000000E+01  0.384112620741527E+00  0.253140029553160E-02  0.260329006760775E+01  0.171563465781855E-01
     0.230000000000000E+01  0.383642558191985E+00  0.259411170410176E-02  0.260647380977084E+01  0.176244373101527E-01
     0.235000000000000E+01  0.383160956350602E+00  0.265728613231084E-02  0.260974373606023E+01  0.180990148494472E-01
     0.240000000000000E+01  0.382667729435230E+00  0.272093807356780E-02  0.261310104616132E+01  0.185803128397416E-01
     0.245000000000000E+01  0.382162788996337E+00  0.278508237058380E-02  0.261654698271605E+01  0.190685725643387E-01
     0.250000000000000E+01  0.381646043852724E+00  0.284973423085294E-02  0.262008283272529E+01  0.195640433232650E-01
     0.255000000000000E+01  0.381117400024381E+00  0.291490924286338E-02  0.262370992902004E+01  0.200669828304971E-01
     0.260000000000000E+01  0.380576760662402E+00  0.298062339308444E-02  0.262742965180499E+01  0.205776576326493E-01
     0.265000000000000E+01  0.380024025975796E+00  0.304689308377877E-02  0.263124343027835E+01  0.210963435505629E-01
     0.270000000000000E+01  0.379459093155027E+00  0.311373515169198E-02  0.263515274433222E+01  0.216233261453366E-01
     0.275000000000000E+01  0.378881856292169E+00  0.318116688767621E-02  0.263915912633758E+01  0.221589012104592E-01
     0.280000000000000E+01  0.378292206297452E+00  0.324920605730787E-02  0.264326416301909E+01  0.227033752918327E-01
     0.285000000000000E+01  0.377690030812069E+00  0.331787092256465E-02  0.264746949742427E+01  0.232570662376089E-01
     0.290000000000000E+01  0.377075214117018E+00  0.338718026463160E-02  0.265177683099275E+01  0.238203037799206E-01
     0.295000000000000E+01  0.376447637037793E+00  0.345715340791146E-02  0.265618792573119E+01  0.243934301507463E-01
     0.300000000000000E+01  0.375807176844696E+00  0.352781024532017E-02  0.266070460650008E+01  0.249768007343313E-01
     0.305000000000000E+01  0.375153707148546E+00  0.359917126495489E-02  0.266532876341896E+01  0.255707847587838E-01
     0.310000000000000E+01  0.374487097791544E+00  0.367125757822864E-02  0.267006235439702E+01  0.261757660296739E-01
     0.315000000000000E+01  0.373807214732989E+00  0.374409094957350E-02  0.267490740779696E+01  0.267921437087123E-01
     0.320000000000000E+01  0.373113919929640E+00  0.381769382782190E-02  0.267986602523960E+01  0.274203331408169E-01
     0.325000000000000E+01  0.372407071210339E+00  0.389208937938539E-02  0.268494038455857E+01  0.280607667331888E-01
     0.330000000000000E+01  0.371686522144621E+00  0.396730152335951E-02  0.269013274291396E+01  0.287138948903001E-01
     0.335000000000000E+01  0.370952121904964E+00  0.404335496869437E-02  0.269544544007499E+01  0.293801870090501E-01
     0.340000000000000E+01  0.370203715122285E+00  0.412027525358256E-02  0.270088090188264E+01  0.300601325387156E-01
     0.345000000000000E+01  0.369441141734305E+00  0.419808878722898E-02  0.270644164390366E+01  0.307542421107305E-01
     0.350000000000000E+01  0.368664236826350E+00  0.427682289418133E-02  0.271213027528833E+01  0.314630487437787E-01
     0.355000000000000E+01  0.367872830464129E+00  0.435650586141631E-02  0.271794950284568E+01  0.321871091301899E-01
     0.360000000000000E+01  0.367066747518006E+00  0.443716698839335E-02  0.272390213535018E+01  0.329270050101640E-01
     0.365000000000000E+01  0.366245807478223E+00  0.451883664030756E-02  0.272999108809599E+01  0.336833446409752E-01
     0.370000000000000E+01  0.365409824260519E+00  0.460154630479440E-02  0.273621938771522E+01  0.344567643689599E-01
     0.375000000000000E+01  0.364558606001521E+00  0.468532865236228E-02  0.274259017727865E+01  0.352479303128491E-01
     0.379999999999999E+01  0.363691954843252E+00  0.477021760085549E-02  0.274910672169849E+01  0.360575401678276E-01
     0.384999999999999E+01  0.362809666706041E+00  0.485624838427850E-02  0.275577241345451E+01  0.368863251406164E-01
     0.390000000000000E+01  0.361911531049067E+00  0.494345762634497E-02  0.276259077866664E+01  0.377350520268953E-01
     0.394999999999999E+01  0.360997330617694E+00  0.503188341915068E-02  0.276956548353910E+01  0.386045254435168E-01
     0.399999999999999E+01  0.360066841176694E+00  0.512156540740923E-02  0.277670034120335E+01  0.394955902292314E-01
     0.404999999999999E+01  0.359119831228398E+00  0.521254487873367E-02  0.278399931898916E+01  0.404091340290411E-01
     0.409999999999999E+01  0.358156061714700E+00  0.530486486049718E-02  0.279146654615614E+01  0.413460900788919E-01
     0.414999999999999E+01  0.357175285701751E+00  0.539857022386158E-02  0.279910632212070E+01  0.423074402091797E-01
     0.419999999999999E+01  0.356177248046115E+00  0.549370779562407E-02  0.280692312521643E+01  0.432942180875137E-01
     0.424999999999999E+01  0.355161685041000E+00  0.559032647860306E-02  0.281492162202973E+01  0.443075127234191E-01
     0.429999999999999E+01  0.354128324041113E+00  0.568847738136261E-02  0.282310667735575E+01  0.453484722601503E-01
     0.434999999999999E+01  0.353076883064466E+00  0.578821395816324E-02  0.283148336482486E+01  0.464183080816250E-01
     0.439999999999999E+01  0.352007070369425E+00  0.588959216012689E-02  0.284005697825329E+01  0.475182992656362E-01
     0.444999999999999E+01  0.350918584005018E+00  0.599267059871684E-02  0.284883304377828E+01  0.486497974181355E-01
     0.449999999999999E+01  0.349811111332418E+00  0.609751072276137E-02  0.285781733284249E+01  0.498142319274165E-01
     0.454999999999999E+01  0.348684328515259E+00  0.620417701039513E-02  0.286701587609984E+01  0.510131156816761E-01
     0.459999999999999E+01  0.347537899976256E+00  0.631273717745688E-02  0.287643497832154E+01  0.522480512986593E-01
     0.464999999999999E+01  0.346371477817314E+00  0.642326240407092E-02  0.288608123438938E+01  0.535207379220912E-01
     0.469999999999999E+01  0.345184701200045E+00  0.653582758135373E-02  0.289596154647211E+01  0.548329786464179E-01
     0.474999999999999E+01  0.343977195683309E+00  0.665051158043328E-02  0.290608314249084E+01  0.561866886391827E-01
