#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.000000000000000E+00  0.339768414718752E+00  -.818135108046840E-11  0.294318116893756E+01  -.708694434014223E-10
     0.500000000000000E-01  0.339762776319393E+00  0.614771965044558E-04  0.294322991498079E+01  0.532552523266918E-03
     0.100000000000000E+00  0.339745860153364E+00  0.122965008801299E-03  0.294337617109919E+01  0.106530297858925E-02
     0.150000000000000E+00  0.339717663316142E+00  0.184474043512465E-03  0.294361999127782E+01  0.159844936249255E-02
     0.200000000000000E+00  0.339678180964689E+00  0.246014929837066E-03  0.294396146555360E+01  0.213219015520601E-02
     0.250000000000000E+00  0.339627406314202E+00  0.307598318598576E-03  0.294440072010827E+01  0.266672445729498E-02
     0.300000000000000E+00  0.339565330633548E+00  0.369234889510257E-03  0.294493791739870E+01  0.320225219846943E-02
     0.350000000000000E+00  0.339491943239385E+00  0.430935358489930E-03  0.294557325632503E+01  0.373897434814152E-02
     0.400000000000000E+00  0.339407231488963E+00  0.492710485036724E-03  0.294630697243671E+01  0.427709312818097E-02
     0.450000000000000E+00  0.339311180771576E+00  0.554571079682664E-03  0.294713933817713E+01  0.481681222832566E-02
     0.500000000000000E+00  0.339203774498669E+00  0.616528011532163E-03  0.294807066316726E+01  0.535833702471358E-02
     0.550000000000000E+00  0.339084994092575E+00  0.678592215902793E-03  0.294910129452879E+01  0.590187480201416E-02
     0.600000000000000E+00  0.338954818973850E+00  0.740774702081043E-03  0.295023161724769E+01  0.644763497965002E-02
     0.650000000000000E+00  0.338813226547222E+00  0.803086561207159E-03  0.295146205457861E+01  0.699582934261451E-02
     0.700000000000000E+00  0.338660192186084E+00  0.865538974303557E-03  0.295279306849135E+01  0.754667227740878E-02
     0.750000000000000E+00  0.338495689215531E+00  0.928143220461859E-03  0.295422516016017E+01  0.810038101364013E-02
     0.800000000000000E+00  0.338319688893910E+00  0.990910685204020E-03  0.295575887049690E+01  0.865717587184345E-02
     0.850000000000000E+00  0.338132160392845E+00  0.105385286903375E-02  0.295739478072917E+01  0.921728051811431E-02
     0.900000000000000E+00  0.337933070775698E+00  0.111698139619496E-02  0.295913351302505E+01  0.978092222616446E-02
     0.950000000000000E+00  0.337722384974442E+00  0.118030802365480E-02  0.296097573116514E+01  0.103483321474407E-01
     0.100000000000000E+01  0.337500065764888E+00  0.124384465032946E-02  0.296292214126406E+01  0.109197455899797E-01
     0.105000000000000E+01  0.337266073740228E+00  0.130760332657205E-02  0.296497349254263E+01  0.114954023067048E-01
