#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.000000000000000E+00  0.218968029409151E+00  -.418141299582025E-11  0.456687673857381E+01  -.872090679014150E-10
     0.500000000000000E-01  0.218958114863891E+00  0.108305607301786E-03  0.456708241186770E+01  0.225906509344088E-02
     0.100000000000000E+00  0.218928367707829E+00  0.216650276981402E-03  0.456769961414284E+01  0.452016975658703E-02
     0.150000000000000E+00  0.218878777373649E+00  0.325073136854749E-03  0.456872889304858E+01  0.678535877494821E-02
     0.200000000000000E+00  0.218809326227657E+00  0.433613466882648E-03  0.457017116289530E+01  0.905668783115905E-02
     0.250000000000000E+00  0.218719989537412E+00  0.542310769881240E-03  0.457202770700539E+01  0.113362288968121E-01
     0.300000000000000E+00  0.218610735426199E+00  0.651204847515174E-03  0.457430018102187E+01  0.136260758011887E-01
     0.350000000000000E+00  0.218481524814128E+00  0.760335877774850E-03  0.457699061719207E+01  0.159283499208943E-01
     0.400000000000000E+00  0.218332311345588E+00  0.869744494334165E-03  0.458010142964907E+01  0.182452060227769E-01
     0.450000000000000E+00  0.218163041302681E+00  0.979471868202602E-03  0.458363542071927E+01  0.205788382939835E-01
     0.500000000000000E+00  0.217973653504257E+00  0.108955979210694E-02  0.458759578828964E+01  0.229314865948325E-01
     0.550000000000000E+00  0.217764079190026E+00  0.120005076806392E-02  0.459198613427483E+01  0.253054429723771E-01
     0.600000000000000E+00  0.217534241889199E+00  0.131098809863554E-02  0.459681047423042E+01  0.277030584751286E-01
     0.650000000000000E+00  0.217284057272998E+00  0.142241598239470E-02  0.460207324816520E+01  0.301267503124574E-01
     0.700000000000000E+00  0.217013432990293E+00  0.153437961417058E-02  0.460777933261324E+01  0.325790094057197E-01
     0.750000000000000E+00  0.216722268485522E+00  0.164692529069069E-02  0.461393405403414E+01  0.350624083822538E-01
     0.800000000000000E+00  0.216410454797987E+00  0.176010052229265E-02  0.462054320361786E+01  0.375796100680769E-01
     0.850000000000000E+00  0.216077874341410E+00  0.187395415144131E-02  0.462761305358134E+01  0.401333765405375E-01
     0.900000000000000E+00  0.215724400662630E+00  0.198853647885989E-02  0.463515037505276E+01  0.427265788083388E-01
     0.950000000000000E+00  0.215349898178097E+00  0.210389939816673E-02  0.464316245765137E+01  0.453622071934494E-01
