#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.000000000000000E+00  0.502811993236953E+00  -.368546329216882E-11  0.198881493172488E+01  -.145774256071396E-10
     0.500000000000000E-01  0.502804000375213E+00  0.875677274444241E-04  0.198884648674728E+01  0.346375062549864E-03
     0.100000000000000E+00  0.502780016714119E+00  0.175192316910473E-03  0.198894117773405E+01  0.693041094598634E-03
     0.150000000000000E+00  0.502740027012315E+00  0.262930782787528E-03  0.198909908251897E+01  0.104028991269449E-02
     0.200000000000000E+00  0.502684005821786E+00  0.350840463668131E-03  0.198932033107559E+01  0.138841510622169E-02
     0.250000000000000E+00  0.502611917418926E+00  0.438979181537718E-03  0.198960510589467E+01  0.173771291666555E-02
     0.300000000000000E+00  0.502523715707440E+00  0.527405407823735E-03  0.198995364251599E+01  0.208848314930569E-02
     0.350000000000000E+00  0.502419344092483E+00  0.616178433734354E-03  0.199036623021787E+01  0.244103010903905E-02
     0.400000000000000E+00  0.502298735325224E+00  0.705358546053439E-03  0.199084321286881E+01  0.279566356690165E-02
     0.450000000000000E+00  0.502161811316915E+00  0.795007209623649E-03  0.199138498994671E+01  0.315269976422962E-02
     0.500000000000000E+00  0.502008482921213E+00  0.885187257830676E-03  0.199199201773235E+01  0.351246246186209E-02
     0.550000000000000E+00  0.501838649683424E+00  0.975963092499781E-03  0.199266481068493E+01  0.387528404234783E-02
     0.600000000000000E+00  0.501652199554989E+00  0.106740089473324E-02  0.199340394300886E+01  0.424150667378703E-02
     0.650000000000000E+00  0.501449008571396E+00  0.115956884835601E-02  0.199421005042222E+01  0.461148354472984E-02
     0.700000000000000E+00  0.501228940491295E+00  0.125253737780015E-02  0.199508383213926E+01  0.498558018048558E-02
     0.750000000000000E+00  0.500991846394446E+00  0.134637940244902E-02  0.199602605308031E+01  0.536417585228136E-02
     0.800000000000000E+00  0.500737564235677E+00  0.144117060968454E-02  0.199703754632504E+01  0.574766509197938E-02
     0.850000000000000E+00  0.500465918351731E+00  0.153698974913939E-02  0.199811921582664E+01  0.613645932653820E-02
     0.900000000000000E+00  0.500176718917493E+00  0.163391895095677E-02  0.199927203940660E+01  0.653098864812076E-02
     0.950000000000000E+00  0.499869761347589E+00  0.173204407120993E-02  0.200049707205291E+01  0.693170373775155E-02
     0.100000000000000E+01  0.499544825638911E+00  0.183145506804034E-02  0.200179544954650E+01  0.733907796274939E-02
     0.105000000000000E+01  0.499201675649009E+00  0.193224641254742E-02  0.200316839244470E+01  0.775360967087599E-02
     0.110000000000000E+01  0.498840058304745E+00  0.203451753901473E-02  0.200461721045334E+01  0.817582470729838E-02
