#                \hbar \omega(eV)     Re(chi) (e^2*a_0^2/eV) Im(chi) (e^2*a_0^2/eV)
     chi_1_1=  0.000000000000000E+00  -.425629803082396E+00  0.315502987597367E-11
     chi_1_1=  0.500000000000000E-01  -.425636645564760E+00  -.749644683330146E-04
     chi_1_1=  0.100000000000000E+00  -.425657177357181E+00  -.149977614773179E-03
     chi_1_1=  0.150000000000000E+00  -.425691411507387E+00  -.225088247865744E-03
     chi_1_1=  0.200000000000000E+00  -.425739369800767E+00  -.300345453697902E-03
     chi_1_1=  0.250000000000000E+00  -.425801082819376E+00  -.375798732177015E-03
     chi_1_1=  0.300000000000000E+00  -.425876590025062E+00  -.451498139180961E-03
     chi_1_1=  0.350000000000000E+00  -.425965939867209E+00  -.527494432380714E-03
     chi_1_1=  0.400000000000000E+00  -.426069189915803E+00  -.603839221733865E-03
     chi_1_1=  0.450000000000000E+00  -.426186407020603E+00  -.680585125703696E-03
     chi_1_1=  0.500000000000000E+00  -.426317667497488E+00  -.757785934327808E-03
     chi_1_1=  0.550000000000000E+00  -.426463057343127E+00  -.835496780344384E-03
     chi_1_1=  0.600000000000000E+00  -.426622672479395E+00  -.913774319684676E-03
     chi_1_1=  0.650000000000000E+00  -.426796619029108E+00  -.992676922759055E-03
     chi_1_1=  0.700000000000000E+00  -.426985013624963E+00  -.107226487810374E-02
     chi_1_1=  0.750000000000000E+00  -.427187983753729E+00  -.115260061011826E-02
     chi_1_1=  0.800000000000000E+00  -.427405668138091E+00  -.123374891281420E-02
     chi_1_1=  0.850000000000000E+00  -.427638217158823E+00  -.131577720171685E-02
     chi_1_1=  0.900000000000000E+00  -.427885793320298E+00  -.139875578631920E-02
     chi_1_1=  0.950000000000000E+00  -.428148571762770E+00  -.148275816578668E-02
     chi_1_1=  0.100000000000000E+01  -.428426740825213E+00  -.156786135095928E-02
     chi_1_1=  0.105000000000000E+01  -.428720502663075E+00  -.165414621610368E-02
     chi_1_1=  0.110000000000000E+01  -.429030073925730E+00  -.174169788434020E-02
     chi_1_1=  0.115000000000000E+01  -.429355686499119E+00  -.183060615122255E-02
     chi_1_1=  0.120000000000000E+01  -.429697588319674E+00  -.192096595159453E-02
     chi_1_1=  0.125000000000000E+01  -.430056044266413E+00  -.201287787560692E-02
     chi_1_1=  0.130000000000000E+01  -.430431337139007E+00  -.210644874066969E-02
     chi_1_1=  0.135000000000000E+01  -.430823768730534E+00  -.220179222716688E-02
     chi_1_1=  0.140000000000000E+01  -.431233661004852E+00  -.229902958700564E-02
     chi_1_1=  0.145000000000000E+01  -.431661357389750E+00  -.239829043554600E-02
     chi_1_1=  0.150000000000000E+01  -.432107224198574E+00  -.249971363921375E-02
     chi_1_1=  0.155000000000000E+01  -.432571652194648E+00  -.260344831319342E-02
     chi_1_1=  0.160000000000000E+01  -.433055058314864E+00  -.270965494610913E-02
     chi_1_1=  0.165000000000000E+01  -.433557887570918E+00  -.281850667161694E-02
     chi_1_1=  0.170000000000000E+01  -.434080615149385E+00  -.293019071047378E-02
     chi_1_1=  0.175000000000000E+01  -.434623748734691E+00  -.304491001105828E-02
     chi_1_1=  0.180000000000000E+01  -.435187831082525E+00  -.316288512168299E-02
     chi_1_1=  0.185000000000000E+01  -.435773442875162E+00  -.328435633459157E-02
     chi_1_1=  0.190000000000000E+01  -.436381205894745E+00  -.340958614957547E-02
     chi_1_1=  0.195000000000000E+01  -.437011786555815E+00  -.353886211505726E-02
     chi_1_1=  0.200000000000000E+01  -.437665899844455E+00  -.367250011676550E-02
     chi_1_1=  0.205000000000000E+01  -.438344313718358E+00  -.381084819941012E-02
     chi_1_1=  0.210000000000000E+01  -.439047854030041E+00  -.395429102589185E-02
     chi_1_1=  0.215000000000000E+01  -.439777410044522E+00  -.410325510263851E-02
     chi_1_1=  0.220000000000000E+01  -.440533940632833E+00  -.425821493009909E-02
     chi_1_1=  0.225000000000000E+01  -.441318481234034E+00  -.441970027615464E-02
     chi_1_1=  0.230000000000000E+01  -.442132151690470E+00  -.458830481977826E-02
