#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.000000000000000E+00  0.164010993376597E+00  0.381661964245425E-11  0.609715226651808E+01  0.141883849517296E-09
     0.500000000000000E-01  0.164000829207803E+00  0.110959986914385E-03  0.609752735438980E+01  0.412547643034116E-02
     0.100000000000000E+00  0.163970333734223E+00  0.221952775748313E-03  0.609865299993518E+01  0.825523087521087E-02
     0.150000000000000E+00  0.163919498049784E+00  0.333011226791151E-03  0.610053034998789E+01  0.123935536656482E-01
     0.200000000000000E+00  0.163848307296137E+00  0.444168298201735E-03  0.610316131942167E+01  0.165447591228310E-01
     0.250000000000000E+00  0.163756740640251E+00  0.555457101205492E-03  0.610654859639607E+01  0.207131979328789E-01
     0.300000000000000E+00  0.163644771242933E+00  0.666910952124643E-03  0.611069564973930E+01  0.249032695817804E-01
     0.350000000000000E+00  0.163512366218109E+00  0.778563425282750E-03  0.611560673850826E+01  0.291194350625692E-01
     0.400000000000000E+00  0.163359486582738E+00  0.890448407015233E-03  0.612128692377624E+01  0.333662299275107E-01
     0.450000000000000E+00  0.163186087197129E+00  0.100260015102634E-02  0.612774208271245E+01  0.376482777613043E-01
     0.500000000000000E+00  0.162992116695415E+00  0.111505333534422E-02  0.613497892502979E+01  0.419703041552892E-01
     0.550000000000000E+00  0.162777517405912E+00  0.122784312113866E-02  0.614300501189020E+01  0.463371512674005E-01
     0.600000000000000E+00  0.162542225260991E+00  0.134100521368173E-02  0.615182877737352E+01  0.507537930583200E-01
     0.650000000000000E+00  0.162286169696118E+00  0.145457592574952E-02  0.616145955262772E+01  0.552253513008144E-01
     0.700000000000000E+00  0.162009273537595E+00  0.156859224378398E-02  0.617190759283815E+01  0.597571124669653E-01
     0.750000000000000E+00  0.161711452878533E+00  0.168309189715802E-02  0.618318410716892E+01  0.643545456067926E-01
     0.800000000000000E+00  0.161392616942491E+00  0.179811343091391E-02  0.619530129184989E+01  0.690233213419113E-01
     0.850000000000000E+00  0.161052667934172E+00  0.191369628237682E-02  0.620827236660288E+01  0.737693321094611E-01
     0.900000000000000E+00  0.160691500876517E+00  0.202988086208009E-02  0.622211161462354E+01  0.785987138047592E-01
     0.950000000000000E+00  0.160309003433406E+00  0.214670863947936E-02  0.623683442636105E+01  0.835178689862754E-01
     0.100000000000000E+01  0.159905055717155E+00  0.226422223397830E-02  0.625245734736390E+01  0.885334918236957E-01
     0.105000000000000E+01  0.159479530079874E+00  0.238246551184009E-02  0.626899813049117E+01  0.936525949894937E-01
     0.110000000000000E+01  0.159032290887666E+00  0.250148368961745E-02  0.628647579282119E+01  0.988825387167753E-01
     0.115000000000000E+01  0.158563194276544E+00  0.262132344480054E-02  0.630491067762676E+01  0.104231062271688E+00
     0.120000000000000E+01  0.158072087888811E+00  0.274203303445717E-02  0.632432452182719E+01  0.109706318117819E+00
     0.125000000000000E+01  0.157558810588535E+00  0.286366242272575E-02  0.634474052937220E+01  0.115316909083283E+00
     0.130000000000000E+01  0.157023192154599E+00  0.298626341811814E-02  0.636618345106386E+01  0.121071928879293E+00
     0.135000000000000E+01  0.156465052949663E+00  0.310988982170098E-02  0.638867967137909E+01  0.126981006362626E+00
     0.140000000000000E+01  0.155884203563158E+00  0.323459758735035E-02  0.641225730291929E+01  0.133054353984552E+00
     0.145000000000000E+01  0.155280444426288E+00  0.336044499541831E-02  0.643694628918357E+01  0.139302820926248E+00
     0.150000000000000E+01  0.154653565396774E+00  0.348749284131627E-02  0.646277851644235E+01  0.145737951487121E+00
     0.155000000000000E+01  0.154003345310819E+00  0.361580464070771E-02  0.648978793557781E+01  0.152372049368869E+00
     0.160000000000000E+01  0.153329551499521E+00  0.374544685322186E-02  0.651801069485929E+01  0.159218248586630E+00
     0.165000000000000E+01  0.152631939266644E+00  0.387648912684848E-02  0.654748528473443E+01  0.166290591840893E+00
     0.170000000000000E+01  0.151910251324319E+00  0.400900456546340E-02  0.657825269584802E+01  0.173604117302943E+00
     0.175000000000000E+01  0.151164217182851E+00  0.414307002226694E-02  0.661035659164522E+01  0.181174954904916E+00
     0.180000000000000E+01  0.150393552490411E+00  0.427876642230393E-02  0.664384349708212E+01  0.189020433387062E+00
     0.185000000000000E+01  0.149597958317810E+00  0.441617911768229E-02  0.667876300515773E+01  0.197159199543803E+00
     0.190000000000000E+01  0.148777120383126E+00  0.455539827962894E-02  0.671516800319239E+01  0.205611351331353E+00
     0.195000000000000E+01  0.147930708210221E+00  0.469651933213132E-02  0.675311492102674E+01  0.214398586760197E+00
     0.200000000000000E+01  0.147058374214499E+00  0.483964343262584E-02  0.679266400359441E+01  0.223544370802574E+00
     0.205000000000000E+01  0.146159752708478E+00  0.498487800603180E-02  0.683387961064197E+01  0.233074122907860E+00
     0.210000000000000E+01  0.145234458818786E+00  0.513233733941496E-02  0.687683054673846E+01  0.243015428149135E+00
     0.215000000000000E+01  0.144282087305115E+00  0.528214324572797E-02  0.692159042514071E+01  0.253398275536012E+00
     0.220000000000000E+01  0.143302211270568E+00  0.543442580645445E-02  0.696823806956197E+01  0.264255327639341E+00
     0.225000000000000E+01  0.142294380751273E+00  0.558932420462091E-02  0.701685795845940E+01  0.275622226405122E+00
     0.230000000000000E+01  0.141258121171754E+00  0.574698766159490E-02  0.706754071709234E+01  0.287537940912887E+00
     0.235000000000000E+01  0.140192931650553E+00  0.590757649342553E-02  0.712038366335769E+01  0.300045163893663E+00
     0.240000000000000E+01  0.139098283138625E+00  0.607126330529144E-02  0.717549141426545E+01  0.313190765104179E+00
     0.245000000000000E+01  0.137973616370568E+00  0.623823434600633E-02  0.723297656091757E+01  0.327026311211480E+00
     0.250000000000000E+01  0.136818339605951E+00  0.640869104863192E-02  0.729296042101027E+01  0.341608663741761E+00
     0.255000000000000E+01  0.135631826134869E+00  0.658285178822894E-02  0.735557387921481E+01  0.357000668973453E+00
     0.260000000000000E+01  0.134413411518061E+00  0.676095389385862E-02  0.742095832734736E+01  0.373271956516781E+00
     0.265000000000000E+01  0.133162390527741E+00  0.694325595940185E-02  0.748926671802681E+01  0.390499866857353E+00
     0.270000000000000E+01  0.131878013750331E+00  0.713004050694649E-02  0.756066474759524E+01  0.408770532530568E+00
     0.275000000000000E+01  0.130559483806591E+00  0.732161706785854E-02  0.763533218646249E+01  0.428180143067869E+00
